id,datum,naam,inhoud,bron,getuigen,bijzonderheden
1150673,1577-01-04,Persijn,"gedoopt te Amsterdam: Henrickgen, dochter van Willem van der Does en Maria Glimmer; Margrieta Nooms, vrouw van Jan Persyn gaf als pillegave 1 gouden reael, doende 4 ½ gld en 1 Rycxdaelder, doende 42 st tesamen",Genealogie v.d. Does fol 355/Familiearchief Bredius,,
1150674,1577-1581,Persijn,rentmeester van de Houtvesterij: Pieter Persijn,Inv Arch Rekenkamer no 2113,,
1150675,1561,Persijn,"Claes Jansz Persyn, rentmeester van de expllot, 42 roeden, 5d; 1 hont 12 d; Willem perchyn, lande-wever (?)","Hofboeken Den Haag p 386, 440",,
1150676,1567-11-10,Persijn,"Anna Jansdochter Persijn, weduwe van Dirc Henricsz Bugge wordt moeder van het oude gasthuis te Delft",Bortet: Delft p 334,,
1150677,1568-07-19,Persijn,"jvr Helena Pietersdochter weduwe van Nicolaes Jansz Persyn,  geassisteerd met haar zoon Hendrik van Persyn, erkent dat wijlen haar man op 1566-01-19 verkocht heeft aan mr Gysbrecht van Hogendorp, advocaat, zijn huis aan de noordzijde van de Plaets, met servituut van toegespijkerde lichten en glazen van het huis van Thomas de Coninck",Geneal Herald Bladen jg 6 p 280/Transportregister Den Haag fol 63,,
1150678,1579-02-13,Persijn,"op verzoek van Magdalena Engebrechtsdochter weduwe van Hendrik Claesz Persijn, in leven secretaris van het Hof van Holland, die kinderloos is overleden, met zijn broer Pieter van Persijn, baljuw van den Gravesande, als naaste erfgenaam, die nog niet verklaard heeft of hij de erfenis aanvaardt of niet, wordt als curator over de boedel gesteld door het Hof, Jan van Noordingen procureur",Geneal Herald Bladen jg 6 p 280/Mem Griffier Barthoud Ernst 8 Mem fol 29,,
1150679,1580-12-03,Persijn,"testament van Jacob van Persyn Heynricsz, heer van de Lindt, gepasseerd voor Dirk Jansz van Woerden, notaris te 's Gravenhage, authentiek afschrift van 1613",A.R.A. Hs III 1968 p 21 no 57 door J.A.Jaeger,,
1150680,1585-04-25,Persijn,"huwelijk: Hendrick Claez Backum, van Haerlem, vergeselschapt met Jacob Persijn en Pieter van Persijn, zijn ooms, daar zijn ouders overleden waren, met Claertgen Franssen (zij tekent als Bruenseels), geassisteerd met haar moeder Trijn Willemsdochter",G.A. Amsterdam DTB no 662 fol 2,,
1150681,1583-02-16,Persijn~,"Harman Aertsz, belend van een erf aan de Voormeer te Alkmaar (132 fol 93); 1584-02-16: Harmen Aertsz, biersteker, verkoopt een erf groot 38 roeden 8 voeten (132 fol 120), onderpand zijn huis en erf; 1584-03-31: belend (132 fol 124); 1585-11-22: belend (132 fol 169v); 1587-04-02: biersteker, belend (133 fol 45v); 1587-04-11: belend (133 fol 50v); 1587-05-15: biersteker, belend (133 fol 59v); 1587-05-17: idem (fol 60)",O.R.A. Alkmaar,,
1150682,1583-10-03,Persijn~,"Maerten Pietersz, procureur vestigt rente op zijn huis en erf aan de oostzijde van de Schoutenstraat te Alkmaar (311 fol 78v); 1584-01-09: idem, voogd (311 fol 87v); 1587-01-28: belend (311 fil 171); 1598-02-14: Maerten Pietersz Persijn, procureur voor de vierschaar van Alkmaar; 1584-05-19: koopt huis en erf (132 fol 132v); 1584-05-29: koopt nog een huis (132 fol 132v); 1586-02-26: verkoopt huis en erf belend door hemzelf (132 fol 188); 1589-01-14: borg (133 fol 177v); 1600-11-04: Maerten Pietersz Persijn voogd van Maria Jacobsdochter (138 fol 118v); 1602-05-01: belend (138 fol 205v)",O.R.A. Alkmaar Inv 893,,
1150683,1585-11-11,Persijn,"compareerden de kindskinderen van wijlen Anna Gerritsdochter weduwe van Frans Joostenz [van Backum], o.a. Harman Muys van Holy gehuwd met jvr Levina van Persyn, over het feit dat het fortuin van Anna Gerritsdochter wel met fl 1000 verminderd was",Not Arch Haarlem 6 fol 182v,,
1150684,1586-12-03,Persijn,"Harmen Aertsz [Persijn] koopt een lijfrente ten lijve van zijn kinderen Trijn en Arent; in margine: op 1605-03-02 verklaart Pieter Harmensz van Persijn, zoon van Harmen Aertsz, dat hij in het sterfhuis van zijn vader de bedoelde rentebrief niet gevonden heeft, en dat deze daar de daarin genoemde broer en zuster reeds lang overleden zijn, voor gecasseerd wordt gehouden; 1561-05-02: Harmen AErtsz belend (309 fol 13v); 1562-03-14: Harmen Aertsz biersteker, verkoopt Reijer Taden, vader van zijn vrouw en zijn vrouw Dirkgen Dircsdochter, een lijfrente van 58 gld; 1563-07-15: belend (309 fol 62v); 1564-07-15: borg, onderpand is zijn romolen (309 fol 79v); 1567-09-04, 1568-01-17: biersteker, belend (309 fol 144v, 149); 1573-11-06: vestigt rente op zijn woonhuis (309 fol 267); 1574-12-11: biersteker, vestigt rente op zijn woonhuis (309 fol 278)",O.R.A. Alkmaar,,
1150685,1587-12-22,Persijn,"Harman Aertsz [Persyn] belend te Alkmaar (133 fol 84); 1588-04-30: idem (133 fol 122v); 1588-05-04: biersteker, koopt huis en erf (133 fol 125); 1588-05-07: borg (133 fol 126v); 1588-08-09: verkoopt huis en erf (133 fol 147); 1588-11-19 en 1589-04-05: belend (133 fol 156v, 211);1589-04-13: biersteker, verkoopt huis en erf te Alkmaar (133 fol 215); 1589-05-29: belend (133 fol 239); 1601-01-25: verkocht vroeger een huis en erf aan Lambert Hendriksz Offerman, 1591-02-21, (138 fol 125)",O.R.A. Alkmaar,,
1150686,1586,Persijn,"Pieter Nicolaes Persijn, te Hoorn; 1588-1590: Pieter van Persijn, schout van Schellinkhout en Wydenes; 1599: Marten Pietersz Persijn te Alkmaar","R.A.H. Not Arch Hoorn, fiches",,
1150687,1601,Persijn,"Rekenkamer van Holland geeft toestemming aan Govert Jansz Persyn, wonende in het huis op de Plaats te 's Gravenhage, om daarbij een schrijfcomptoirken te laten timmeren",R.A.U Inv Arch Huis te Jaarsveld Inv no 959,,
1150688,1602-1610,Persijn,"schepen van Alkmaar: Pieter Harmensz van Persijn, zegel: 3 dwarsbalken, de bovenste beladen met 4, de 2e met 3 en de 3e met 3 St Andrieskruisjes","G.A.Alkmaar Lade 13 vak 8, zegels doos 13",,
1150689,1590-01-16,Persijn,"Maerten Pietersz, procureur, belend te Alkmaar (134 fol 43); 1590-05-11: hij koopt een vrije uitgang naast zijn huis (fol 89v); 1591-08-22, 1592-05-03, 1594-01-15, 1594-05-11, 1596-10-05: belend (fol 198v, 135 fol 32v, fol 201, 260, no 137 fol 5); 1596-1023: (137 fol 6); 1597-11-12: Maerten Pietersz Persijn, procureur, verkoopt huis en erf (137 fol 105) en op 1602-09-27 koopt hij dit terug; 1598-02-10: Marten Pietersz Persyn, procureur (137 fol 140); 1598-08-28: voogd (137 fol 223v); 1594-12-30: belend (136 fol 27); 1596-04-29: belend (136 fol 252v); 1599-05-29: idem (138 fol 52)",O.R.A. Alkmaar,,
1150690,1598-06-09,Persijn,"Levyna van Persyn, vrouw van dr Heynricus Vossius, kocht op 1594-07-13 van jhr Geleyn Segers van Wassenhoven een huis en erf te Alkmaar; nu verkoopt dr Heynricus Vossius dit weer",O.R.A. Alkmaar 137 fol 200v,,
1150691,1598-10-06,Persijn,"Reynoudt de Grebber van Persyn eertijds baljuw van Beverwijk, verkoopt een huis ",O.R.A. Beverwijk 1207 fol 76,,
1150692,1599,Persijn,jonker Jan van Persijn bezit 2 morgen 2 roeden 12 voet laag land te Overveen; 1609-08-07: belend van de hofstede etc door Dirk van Nuyssenburch verkocht aan Laurens Jansz Spiegel; 1618-01-26: belend van een stuk land groot 1678 roeden en 75 voet te Overveen; 1619-07-05: belend van 8 hont 9 roeden en 37 ½ voet land te Overveen,Caartboek Bloemendaal fol 23,,
1150693,1602-07-26,Persijn,"Pieter Harmansz van Persyn, schepen van Alkmaar; 1603-02-18: koopt erf","O.R.A. Alkmaar 138 fol 231v, 139 fol 13",,
1150694,1606-06-22,Persijn,"Jan Maertsz van Persijn koopt een huis en erf te Alkmaar daar ""de Amsterdammer Waech uythangt""",O.R.A. Alkmaar 139 fol 268,,
1150695,1601-1610,Persijn,"Pieter Harmensz Clock [van Persyn] 1606 vroedschap te Alkmaar, 1601-1610: schepen, ontslagen 1610-02-22",Bruinvis: Alkmaar no 185 p 24,,
1150696,1604-11/12,Persijn,"ordonnantie om te pachten de navolgende goederen gepacht door Reynout die Grebber van Persijn, schildknaap, baljuw en schout van Spanbroec en burgemeesters en schepenen aldaar","R.A.H. ORA Spanbroek no 193, bergnr 9",,
1150697,1614-05-26,Persijn,"mr Hendrik Percijn, rector binnen dezer stede van Beverwijk",O.R.A. Beverwijk 1207 fol 128v,,
1150698,1615~,Persijn,Reynoud de Grebber van Persijn solliciteert naar een kapiteinschap,Kroniek Hist Gen 1853 p 169,,
1150699,1619-08-30,Persijn,Reynoud de Grebber van Percijn compareert,O.R.A. Beverwijk 1209 fol 74,,
1150700,1605-07-15,Persijn,"Gerryt Jacobsz Hulst, poorter van Haarlem, geeft als oom en voogd van Jacob Cornelisz, zoon van wijlen Cornelis Jacobsz, volmacht op Marten Pietersz van Persijn en Pieter Maertsz van Persijn om namens hen te compareren voor het gerecht van Outkerspel tegen Diewer Yeffsdochter weduwe van Yeff Pietersz, wonende te Outkarspel; 1605-07-28: Jan Maertsz van Persyn, schout van Heiloo en Oesdom","Not Arch Alkmaar no 13 fol 108, 111",,
1150701,1607-08-25,Persijn,"stierf jonker Henderick van Persijn, met het volle wapen van Persijn, bevestigd door overeenkomst met het wapen op een zerk in de kerk van het klooster OLVr ten Dale te Antwerpen",Alkemade en v.d. Schelling p 163,,
1150702,1613-12-09,Persijn,"Pieter Harmansz van Persijn, eiser contra Anna Jacobsdochter, gedaagde, om excentie sijn decerneren op een verjaerde sententie concludeerd tot condemnatie mette costen",O.R.A. 5843 Schepenrol Schagen,,
1150703,1617-11-16,Persijn,"huwelijksintekenregister Amsterdam: Hans Persijn, van Gendt, kruydener, weduwnaar van Tanneken Engels, wonende in de Hoochstraet en Gerbrechtjen Huijbrechts, weduwe van Jan Carsten, wonende op Vloijenburch op de nieuwe Houtmarkt",G.A. Amsterdam DTB 422 p 68,,
1150704,1620-06-27,Persijn,"Jacob Jansz Persijn, 24 jaar, schoolmeester, geassisteerd met zijn vader Jan Persijn, wonende in de 3 Ellebroerssteegh en Vrouwtjen Sallinghs, 19 jaar, met vaders consent, wonende op de Wortelmarkt",G.A. Amsterdam DTB 668 fol 336,,
1150705,1620-11-11,Persijn,"Joost Martsz Persijn, procureur postulerende van het gerecht te Edam; 1622-01-21: idem","Not Arch Amsterdam 383 fol 446, 385 fol 591/Notaris Nic Jacobs",,
1150706,1620-12-13,Persijn,"Isaac Ambrosius, zijdereeder, neemt Cornelis Huijbertsz van Persijn aan als zijn leerling, voor de tijd van een jaar",Not Arch Amsterdam 383 fol 501/Notaris Nic Jacobs,,
1150707,1625-10-04,Persijn,"volmacht op Jean Martsz Parsijn, procureur voor het gerecht van Alkmaar",Not Arch Amsterdam 391 fol 242/Notaris Nic Jacobs,,
1150708,1623-06-28,Persijn,"Jacob Thysz, timmerman, onze buerman op die Hoeve, transporteert aan Pieter Harmansz van Parchijn, poorter te Alkmaar [doorgehaald: en Michiel Juriaensz blauwselmaker, wonende op die Hoeve] c.s. een huis hen erf op de Oude Vaert te Egmond op de Hoeve, belend oost: Pieter van Egmont, zuid: de Brouckcroft, west: Jan Aelbertsz Groote en Gerrit Louwe, noord: de Vaert; Pieter betaalt met een termijnbrief van 675 gld",O.R.A. 2100 fol 94 Egmond Binnen,schepenen van Egmond: Aelbert Jacobsz en Cornelis Gerritsz Louwen,
1150709,1623,Persijn,"Servaes Jansz van Persijn en Maritgen Jansdochter van Persijn, te Alkmaar vragen aan de Staten van Holland venia aetatis",Index J.A. Jaeger p 66,,
1150710,1626-06-21,Persijn,"Frederik Hendrik graaf van Nassau belent als bezitter van de lenen van Wassenaar en Zuidwijk, Johan van Matenesse, na dode van zijn vader, met landen te Ketel en Spadeland",Berigten Hist Gen III p 123,"getuigen: Pieter van der Riviere, Jan van Persijn, leenmannen van Wassenaar",
1150711,1623-10-18,Persijn,"aangezien jvr Maria van Persijn weduwe van jhr Heyndrik van Berckenrode ""niet wel te passe en was en nijet en mochte speken"", begaf een procureur zich naar haar zoon op het huis te Berckenrode, jhr Dirck van Haerlem van Berckenrode; het ging over de nalatenschap van mr Pieter van Persyn in zijn leven ambachtsheer in de Linde",G.A. Haarlem Not Protoc 38 fol 134,,
1150712,1627-12-31,Persijn,"in de nalatenschap van Pieter Jansz, zuivelcooper, bevindt zich een obligatie van Marritgen Pieters Verboom weduwe van Pieter Strijcker als principael en Pieter Pieterssen van Persein als borg, tbv de overleden, van 100 gld, 1625-12-12",Not Arch Amsterdam 692 katern no 30/Notaris Warnaerts,,
1150713,1623-12,Persijn,"Geraerdt de Grebber van Percijn, Beverwijc met Roelandina de Moll van Domburgh, weduwe van Christiaen Pietersz, te Amsterdam, trouwen elders; 1621-10-24: Hans Bournon, weduwnaar te Amsterdam getrouwd met Brabara de Grebber van Parcyn jongedochter van Beverwijk",DTB Reg 103v Geref Beverwijk/Amsterdam DTB 763/94,,
1150714,1626-04-02,Persijn,"mr Hendrik Persijn, inwonende poorter van Beverwijk, is schuldig  aan doctor Niclaes Wassenaer te Amsterdam een losrente van fl 150",O.R.A. Beverwijk 1209 fol 268,,
1150715,1627-03-14,Persijn,mr Hendrik Percijn erkent een schuld ,O.R.A. Beverwijk 1210 fol 18,,
1150716,1630-01-02,Persijn,"Jacob van der Heyde, wijncoper binnen Amsterdam, als man en voogd van Machteld Wassenaer, dochter van wijlen doctor Niclaes Wassenaer en Jan Jansz Wassenaer als oom en voogd van Jan Wassenaer, onmondige zoon, geassisteerd met mr Heindrick Perchijn, poorter in de Beverwijk, als oom van moeders wege over de onmondige Jan Wassenaer; 1630-12-28: curator over de boedel van wijlen dr Niclaes Wassenaer aan Dirk Geurtsz van Beuningen, coopman te Amsterdam, een rentebrief op april 1626 gepasseerd bij mr Henric Perchyn","O.R.A. Beverwijk 1210 fol 154, 190",,
1150717,1628-03-08,Persijn,"inventaris gemaakt op verzoek van Jannetgen Jans, weduwe van Pieter Pietersz, o.a. een vordering op Jan Percijn van 11 gld 4, en een op Frans Percijn van 16 gld, voor beide vorderingen staat: ""quaet""",Not Arch Amsterdam 396 fol 235v/Notaris Nic Jacobs,,
1150718,1629-01-10,Persijn,"Barbara de Grebber van Persijn, vrouw van capiteyn Hans Bournon, oud ca 37 jaar, en Geertruydt Geurts, jongedochter, oud 22 jaren, attesteren op verzoek van Fecko van Jeltinga, raad ter Admiraliteit, dat deze laatste het huis van Barbara bezichtigd en gehuurd van Annetgen Jaspars als lasthebbende van Jaspar Jasparsz binnen de hem als optie gegeven tijd",Not Arch Amsterdam 398 fol 39/Notaris Nic Jacobs,,
1150719,1629-11-22,Persijn,"Willem van Persyn, van Alckmaer, oud 22 jaar, en Elisabeth Commersteijn, mede van Alckmaer, geassisteerd met haar moeder Gheertruijt van Houten",DTB Amsterdam 671 p 93 Getrouwd Nieuwe Kerk ,,
1150720,1629-12-08,Persijn,"Jacob van der Heyde, wijncooper te Amsterdam, transporteert aan Gerrit Pietersz van Amstenraet, koopman te Amsterdam een schepenkennis gepasseerd door Henrick Persijn, voor schepenen in Beverwijck dd 1627-03-14, te betalen zodra het huis, in de schepenkennis vermeld, verkocht zal zijn, uit de daarvoro ontvangen koopsom, 1200 gld",Not Arch Amsterdam 399 fol 489/Notaris Nic Jacobs,,
1150721,1630-09-03,Persijn,"Jan Persijn, procureur voor het gerecht van Alkmaar",Not Arch Amsterdam 401 fol 219/Notaris Nic Jacobs,,
1150722,1631-10-16,Persijn,"Crijn Willemsz van Persijn en anderen, wonende allen binnen Leijden, allen tesamen crediteuren van wijlen jonkheer Willem Frederick van der Elsints (?), lidmaet van de universiteit alhier",Not Arch Leiden 374 akte 62/Notaris Traudenius,,
1150723,1631,Persijn,"St Pieters Kerckhoff: Michiel Persyns weduwe, 60",Quohier 200e penning Amsterdam p 55 (uitgave Frederiks),,
1150724,1633-08-11,Persijn,"de erfgenamen van jhr Johan van Persyn: 4 morgen 4 hont tussen de Kennemerbeek en het slot (langs de meer); 1644-08-11: tussen Camplaan-Schoubroec, 2 morgen 3 hont; 1633-08-11: in de Cleyne Geest: jhr Johan van Persijn 1 morgen 5 hont",Verpondingsregister Heemstede,,
1150725,1633-06,Persijn,"losrenten kantoor Alkmaar: verschijndag 06-11, Maria van Persijn, vrouw van Jan Harcksz Schagen, fl 1000 - fl 40",Arch. Gecomm Raden Noorderquartier Inv no 51,,
1150726,1634-01-12,Persijn,"losrenten kantoor Edam: verschijndag 01-25, Pieter Dircksz Dyckgraef en Claes Symonsz, van Edam, als voogden van Maerten Joostensz Persyn, fl 750 - fl 30; onder staat: mr Pieter Houtting Willems, Raed der stad Monickendam",Arch. Gecomm Raden Noorderquartier Inv no 51,,
1150727,1634-11-02,Persijn,"Cornelis Stevensz van Zijl, van Houten, wijnverlaeter, 28 jaar en Trijntie Dircx Persijn, 26 jaar, vader Dirck Wolphertsz, wonend op de Zedijck",G.A. Amsterdam 673 fol 143 Puijboek,,
1150728,1636-07,Persijn,"losrenten kantoor Alkmaar: verschijndag 11-20, Geertruydt van Persyn, fl 619-10-0  - fl 24-15-0",Arch. Gecomm Raden Noorderquartier Inv no 51,,
1150729,1636-11-24,Persijn,"Servaes Jansz van Persijn, te Hoorn",R.A.H. O.R.A. 4532 fol 139,,
1150730,1640-04,Persijn,"losrenten kantoor Alkmaar: verschijndag 05-31, Willem van Persijn, tot Alcmaer, fl 500 - fl 20",Arch. Gecomm Raden Noorderquartier Inv no 51,,
1150731,1640-06-30,Persijn,"Arent Janss van Persijn, grutter, wonend aan het Rijsenhooft en Niesgie Jacobs, van Broeck","G.A. Amsterdam 675 fol 268, fol 135v/Puijboek",,
1150732,1640-07-07,Persijn,"Pieter Pietersz van Persijn, wonende te Hoorn, verkoopt Pieter Gerritsz Nieweboer en Cornelis Claesz zeker stuk land groot 8 morgen en ettelijke roeden, gelegen in de Zijpe in de polder van de zuider C; in margine: ziet vorder in dato 8 juli 1644 fol 42 letter d",Transportregister Zijpe Inv 6532 fol 187v,,
1150733,1641-05,Persijn,"losrenten kantoor Alkmaar: verschijndag 05-25, Anna Servaes van Persijn, fl 700 - fl 28; Geertruid Servaes van Persijn, fl 600 - fl 24; 1642-01/03-12: Annitje en Geertruid Servaes van Persijn, fl 1400 - fl 56; 1642-05-30/06-16: Annitje Servaes van Persyn, fl 1600 - fl 64; 1644-04-08: Annitje Servaesdochter, fl 600 - fl 24",Arch. Gecomm Raden Noorderquartier Inv no 51,,
1150734,1642-05-01,Persijn,"Marytge Cloecke, vrouw van Jan de Mist, deurwaarder van het Hof van Holland, woonachtig te Alckmaer, als gemachtigde van haar man, verkoopt aan hun zwager Pieter Willemsz van Parsijn, ¼ deel van een partij land in de ban van Oostzaan achter de Kathoeken op de watering",Transportregister Banne Oostzaan O.R.A. 424 fol 10,,
1150735,1642 (1643 ?),Persijn,"Jacob Willemsz, weduwnaar van Lucretia Persyn, ondertrouw te Heemstede met Aeriaentie Cornelis, weduwe van Leendert Jacobsz, beide wonende onder Heemstede",Ondertrouwboek Kerk Heemstede,,
1150736,1648-09-10,Persijn,"losrenten kantoor Edam: verschijndag 09-20, Maerten Joostensz Percijn, fl 300 - fl 12, onder geschreven: Hillebrand Pronck",Arch. Gecomm Raden Noorderquartier Inv no 51,,
1150737,1649-01-17,Persijn,"huwelijk: Pieter Claesz, wonende te Edam, met Trijn Jans in de Purmer, en Dirck Joosten Persijn met Trijn Jans, beide van Edam",DTB 145/b Trouwregister Edam,,
1150738,1653-03-29,Persijn,"huwelijksintekening Amsterdam: Hendrick Jansz Persijn, van Sloten, cuyper, weduwnaar van Sijtie Anthonis en Aefje Cornelis",G.A. Amsterdam Intekenregister,,
1150739,1654-07-16,Persijn,"huwelijkscontract van jhr Gerard van Vladderacken, baljuw van Bakkum en Wimmenum, en Margrieta van Persijn, weduwe van Cornelis van Sonnevelt",Not Arch Alkmaar 213 fol 207v,,
1150740,1656-09-28,Persijn,"Jan Persyn d'Oude, cuyper, overleden x Baeike van Eyndhoven; kinderen: Magdalena, 20 jaar, 1657-12-21; Magdaleentje van Parsijn x Claes Thomas, mr Timmerman, kwitantie; Jan Persyn de jonge, silversmit, overleden x Marritge Pietersdochter, kind: Jan, 14 jaar; grootmoeder: Baeike van Eyndhoven; de moeder hertrouwt met Mathys Coenraetsz van de Velde, lootgieter; 1679-06-02: Jan Jansz Persyn, cooperslager, gehuwd, kwitantie",Inbrengregister Weeskamer Amsterdam Reg 30 (1656-1660) fol 37,,
1150741,1662-01-21,Persijn,"poorter geworden: Angenita van Persijn, dochter van Cornelis van Persijn, gehuwd met Dirck Croes, van Bremen; 1662-11-21: Catharina van Persyns, dochter van Cornelis Persijn, ebbenhoutwercker, gehuwd met Frederik Bergh, van Lunenburg, poorter geworden",Poorterboek Amsterdam 1659-1666 D.C.,,
1150742,1670-10-10,Persijn,"testament van Guurtge Roelants van Harlaer, weduwe van Cornelis Willems Stam, wonende op die Hoeve; tot executeur benoemt zij o.a. Margaretha van Persijn, vrouw van Gerrit van Vladderacken",Not Arch Alkmaar 174 fol 223,,
1150743,1671,Persijn,schutterkoning te Delft: Jan (van) Persyn,Bortet: Delft p 520,,
1150744,1676-03-26,Persijn,"lijfrenten kantoor Alkmaar: Goverdus van der Schelling te Alkmaar, 600 £ ten lijve van zijn vrouw Digna Pieters Persyn, oud 53 jaren, vader was Pieter Willemsz Persijn en moeder Grietie Adriaens",Arch. Gecomm Raden Noorderquartier Inv no 51,,
1150745,1691-03-25,Persijn,"gehuwd in de Nieuwe Kerk te Delft: Ary joosten Persyn, weduwnaar ? in de Harmd…..... (slecht leesbaar) en Willemyntje Joris van der Schuete",DTB Delft,,
1150746,1693-08-01,Persijn,"losrenten kantoor Alkmaar: Pieter Syms, Raad in de vroedschap van Alkmaar, als administrateur over de fideicommissaele goederen van Margaretha van Persijn, hoofdsom fl 450, losrente fl 18",Arch. Gecomm Raden Noorderquartier Inv no 51,,
1150747,1697-08-02,Persijn,"losrenten kantoor Alkmaar: verschijndag 10-15, Gerrit Persijn tot Amsterdam, fl 1000 - fl 40",Arch. Gecomm Raden Noorderquartier Inv no 51,,
1150748,1700,Persijn,"Adriaen Nicolaesz van Persyn en Agnes Nicolaesdochter van Persijn, te 's Gravenhage, vragen aan de Staten van Holland venia aetatis",Index J.A. Jaeger p 66,,
1150749,1702-05-20,Persijn,"losrenten kantoor Hoorn: verschijndag 12-15, Maria Persyn, fl 4000 - fl 160",Arch. Gecomm Raden Noorderquartier Inv no 51,,
1150750,1704-05-10,Persijn,"lijfrenten kantoor Alkmaar: Gerrit Persijn, 3333 gld 6st 12p te zijnen lijve, oud 39 jaar, daer vader of: Willem Persyn en moeder is: Geertruyd van Dieren, fl 300",Arch. Gecomm Raden Noorderquartier Inv no 51,,
1150751,1722-01-17,Persijn,"testament van Marten Persijn, koopman te Edam, ziek te bed liggende: hij herroept het testament dd 1698-05-11, met zijn vrouw verleden voor notaris Jacob Ketel te Monnikendam. Hij institueert zijn zoon Gerrit Persijn in zijn blote legitieme portie; zijn zoon Jacobus Persijn wordt universeel erfgenaam, onder voorwaarde dat hij blijft wonen in het huis van zijn vader, met dezelfde nering. Executeurs: Claas Dekker en Roelof Boot. Trijntje Burgers, moeder van de kinderen mag zich niet bemoeien met de voogdij over de kinderen en de administratie. 1725-12-17: hij passeert een procuratie","R.A.H. Not Arch Edam 631, 632",,
1150752,1722-09-13,Persijn,"huwelijksvoorwaarden van Jacobus Persijn, geassisteerd met zijn vader Marten Persijn en Gesina Huberts (?), met haar voogden Ysbrant Bijl en Marten Loen; 1723-06-18: hun testament (uitsluiting weeskamer)",R.A.H. Not Arch Edam 631,,
1150753,1741-03-16,Persijn,"Joannes Baptiste Persijn, geboren van Hondschote, wonende te St Winoksbergen, mr schoemaker van alhier, renontiatie van Hondschoote, admissie; 1752-12-05: wordt poorter te St Winoksbergen, Franciscus Leander Persijn, wonende deser stede, renontiatie van Hondschoote, admissie tot wesen member van den ambachte van de houde nieuw schoemaker deser stede, 1752-12-15; 1775-03-27: wordt Joannes filius Leandre Persijn poorter, geboren deser stede, wonende te Dixmude, renuntiatie alhier, admissie van Dixmude","Indices Poorterboeken St Winoksbergen p 181, 182",,
1150754,1747-02-20,Persijn,"losrenten kantoor Enkhuizen: verschijndag 1750-05-01, mr Joan de Jongh van Persyn, pres. burgemeester te Enchuysen, 3x fl 1000 - 3x fl 30; 1749-1750: idem fl 3000 - fl 120",Arch. Gecomm Raden Noorderquartier Inv no 51,,
1150755,1788-02-23,Persijn,"losrenten kantoor Enkhuizen: verschijndag 1791-11-01, Anna Cornelia de Jong van Persijn, douarière stachouwer, 3 x fl 1000 - fl 40",Arch. Gecomm Raden Noorderquartier Inv no 51,,
1150756,1790-07,Persijn,"generale land monsterrollen voor Amsterdam: 19 coppen militairen, als Claes Persyn, van Amsterdam; corporaal, huis ter Spijk 1778, jongmatroos; idem 1777-1778: idem",Arch Kolonien no 9325 D nr 1790 fol no 188; Scheeps Monsterrolboek no 1184 fol 222; Ministerie van Kolonien no 3116 fol 125,,
1150757,1637-1651,Persijn,vroedschap van Amsterdam: Christiaen van Perzijn,"Wapenheraut jg I: 2, 102, 103, 125; jg II: 187; jg III: 12",,
1150758,,Persijn,familie (van) Persijn,"Batavia Illustrata bl 342, 739-744, 834, 860, 940, 975, 1047, 1130, 1148, 1209; Bijdr Vad Gesch Nieuwe Reeks dl 8 p 36, 4e reeks dl IV",,
1150759,1402,Persoen,heer Godevaert's Persoen soen was van Helmont,De Raadt III p 117,,
1150760,1456-03-23,Pertant,"Odilia van de Merwede in arrest ten gevolge van de doodslag op Willem Spiering, ten huize van Bartholomeus Pertant, rentmeester van Noordholland in Den Hage, vraagt verlof om het Passfeest in de kerk te mogen vieren, hetgeen werd toegestaan op voorwaarde dat zij zich als gevangene bleef beschouwen en niet in contact kwam met anderen, want dat zou haar proces negatief beïnvloeden",Ned Leeuw jg 1939 p 67 ev/Hof van Holland no 19 Memoralien fol 71v,,
1150761,1365-06-06,Persoen,"Philips Persoenresz en Aechte Philips Persoenreszsdochter dragen heer Arnt van Duvenvoerde over een tiende in Hagheambacht, door hen gekocht van hertog Willem",Arch Duivenvoorde Inv no 415 Regest 19,,
1150762,"1344, 1346",Persoen,schepen van Delft: Philips Persoenresz,Bortet: Delft p 98,,
1150763,1462-04-13,Pertant,"Odilia van de Merwede verkoopt de hoge heerlijkheid en de ambachtsheerlijkheid van 's Gravemoer en toebehoren aan Bartholomeus Pertant, die er vervolgens mee wordt beleend",Ned Leeuw jg 1939 p 68/Holl Leenkamer no 117 Caput Zuidholland fol 6v,,
1150764,1423-1424,Pertant,"Bartelmeus Parthant, hem gegeven geliken syn quitantie inhout 36 £ ",Rek Rentmeester Kennemerland 854 fol 9v,,
1150765,1468-03-21,Pertant,Bertelmeus Pertant c.s. zaak tegen Martyn Hogendam uitgesteld; 1468-03-15: gedagvaard als borg voor inwoners van 's Gravenmoer ,Coll Aanw 238 fol 461v Memorien Hof van Holland,,
1150766,1468-10-12,Pertant,Jan Pertant gedagvaard door Ysbrand Gerritsz,Coll Aanw 240 fol 1280v,,
1150767,1246-08-17,"Perweijs, van",Gisbertus de Perweiz quondam majorem prepositum Trajectensem,Urkb Xanten no 152,,
1150768,1253,"Perweijs, van","dominus de Perweys zond Gilcoinus de Masene om te zien en te horen ""si abbas de St Truyen negaret justitiam dicto Jordano [de Aalste] qui est mansionarius domini de Perweis [over de villeatio de staden]",H Pirenne: Livre Abbé de Ryckel abt van St Truyen p 202,,
