id,datum,naam,inhoud,bron,getuigen,bijzonderheden
1190380,1585-04-02,"Teylingen, van","""op huyden heeft Augustyn van Teylingen, van Amstelredamme, die te Meye hijer zal comen metter woone"" stelt zich borg (O 97 Inv II: 1781); Grietgen van Teylingen Adriaensdochter op Baekenessergraft (N 291: 76: 71); 1585-07-18: (Not Protoc 7 fol 334v) procuratie van mr Adriaan van Teylingen, doctor medicine, aan de meesters Johan van Wittendel en Augustyn van Teylingen, beide advocaten; (Not Prot 8 fol 299) 1589-06-02: Augustyn van Teylingen in Amstelredamme, zijn schoonvader Cornelis Jansz Coster; (Prot 4 fol 24): Augustyn van Teylingen; 1586-07-02: (Prot 6 fol 277) testament van Bartholomeus van Teylingen Augustynsz van Alcmaer, nu binnen Haarlem, 17 jaar: hij legateert Cornelis Florisz van Teylingen en Pieter Florisz van Teylingen (de laatste tevens administrateur van zijn goederen); universele erfgenamen: zijn ooms Cornelis en Pieter en de kinderen van Jacob FLorisz van Teylingen op hun vaders plaats, ieder voor een derde; legaaat aan zijn moeder: Belytge Jansdochter",G.A. Haarlem Not Protocollen  ,,
1190381,1589-02-08,"Teylingen, van","(Not Protoc 8 fol 26 ?): testament van mr Adriaen van Teylingen doctor en Hillegond van der Meer Jansdochter, hij heeft een voordochter Aeffgen van Teylingen; (291  no 17: 56) Cornelis Willems van Teijlingen; (291 no 33: 85) Airiaen van Teylingen, tot Haerlem; (291 no 33: 87) Tietgen van Teylingen; (291 no 44: 28) Gysbert van Teylingen, tot St Jansstraat; (291 no 71: 1) Jan van Teylingen tot Amsterdam; (291 no 50:30) Gerrit Willemsz van Teylingen, wonende in de brouwerij het Hoefijzer",G.A. Haarlem Not Protocollen  ,,
1190382,1591-06-10,"Teylingen, van","ontvangsten van poortergelden: Cornelis van Teylingen, van Alckmaer, drochscheerder, heeft zijn poortereed gedaan en de tresorier het poortergeld betaald, 5","Stadsrek Amsterdam, Rapiamus fol 79v",,
1190383,1623-09-12,"Teylingen, van","Maria van Buren x Pieter van Teylingen, te Amsterdam; het testament van Elisabeth van der Does wordt op 1652-03-27 voorgelezen ten huize van Pieter van Teylingen, bij wie zij woonde","Familiearch Bredius: Genealogie van der Does fol 352, 350",,
1190384,1595-09-16,"Teylingen, van","Augustyn van Teylingen is ""natif de Dordrecht"", verklaring van enige personen",Ned Leeuw jg 1941 fol 159,,
1190385,1602-06-20,"Teylingen, van","Pieter Jacobsz van Teylingen, benoemd tot secretaris van Alkmaar, doet dienst tot einde 1602",Bruinvis: Alkmaar p 35,,
1190386,1603-04-08,"Teylingen, van","mr Jacob van Teylingen voogd van de nagelaten kinderen van zijn oom Dirck Dircksz van de Berch, in zijn leven oud burgemeester van Alkmaar, verkoopt camer (139 fol 31v); 1604-03-03: mr Jacob Coren, secretaris nomine uxoris, tevens voor mr Jacob van TEeylingen als vader en voogd van zijn dochter Josina, bij wijlen zijn vrouw Josina Mostaert, samen erfgenamen van Maritgen Jacobsdochter weduwe van Guillaume Mostaert, zij transporteren een croft saetland (139 fol 104); 1605-06-04: mr Jacob als voogd (als 1603-04-08) verkoopt huis en erf  (fol 196)",O.R.A. Alkmaar,,
1190387,1581-1609,"Teylingen, van","diverse functies te Alkmaar: Pieter Florisz van Teylingen, stierf 1609-04-01","Bruinvis: Alkmaar no 170, p 20, 30",,
1190388,1604-01-08,"Teylingen, van","Cornelis Joostsz van Teylingen, droochscheerder, is schuldig aan Niclaesen Aartsz Vermolen, 400 Kar gld, vanwege koop en transport  ""van zekere actie van gedane reparatie die de voors Claes is hebbende opt huijs en erve genaempt de drije rooskens in St Jansstrate alhier binnen Breda gelegen""; 1616-11-18: afgelost door Cornelis ",Schepenregister Breda 503 fol 9v,,
1190389,1611-02-26,"Teylingen, van","Willem Hooft, koopman te Amsterdam, machtigt zijn broer Pieter Hooft, Ysbrand Riedwijck, wonende te Alkmaar, om uit naam van Pieter te transporteren zeker land in de ban van Bergen, in de ring van der Bergermeer, groot omtrent 1441 roeden Bergermate, genaamd Dremmeltsland, belend oost: de cleyne Gaudert van mr Jan van Teylingen, zuid: de Scheysloot, west: Dirck Martsz Goutsmit, nomine uxoris cum sociis, noord: Adriaen Henricksz Rabbi",G.A. Amsterdam Not Arch no 374 fol 24/Notaris Nic Jacobs ,,
1190390,1613-03-14,"Teylingen, van","Willem Willemsz, koopman en burger van Amsterdam, als testamentaire voogd van de 3 nagelaten kinderen van Bartholomeus van Teylingen, verklaart dat zij erven van bartel Dircksz en Balich Willemsdochter de eigendom van 14 ponden land gelegen onder de clockslach van Siemarum bij Franeecker in Vrieslande, bestaande uit twee stukken, een stuk hoogland groot omtrent 12 ponden bij de windmolen van Siemarum en een stuk leeg land van 2 ponden gelegen op de Narden en de huising, lange jaren gebruikt door een Symon Jacobsz. Daar een van de kinderen gaat trouwen en dus mondig is, moet het land verdeeld worden en wordt Henrick Jansz, koopman te Franeker, gemachtigd om het land te laten taxeren",G.A. Amsterdam Not Arch no 376 fol 141/Notaris Nic Jacobs ,,
1190391,1615-05-08,"Teylingen, van","Catherina van Coenegracht dochter van wijlen mr Harmans van Coenegracht, weduwe van Christoffel van Nuijs, geassisteerd met haar behouden zoon Dirck Simons van Teylingen, transporteert aan de gemachtigde van jhr Willem van Renesse heer van Malle, een erfrente",Schepenregister Breda 514 fol 71v,,
1190392,1615~,"Teylingen, van","Frans van Teylingen, vendrig van de compagnie van de heer van Valckenburch, heeft lange jaren en in de belegering van Oistende mede gediend, solliciteert naar een kapiteinschap",Kroniek Hist Gen 1853 p 164,,
1190393,1615~,"Teylingen, van","Lucas van Teylingen: luitenant onder de compagnie van de heer van Gellecom, lange jare gediend en van jongs in de oorlog opgevoed, solliciteert naar een kapiteinschap",Kroniek Hist Gen 1853 p 167,,
1190394,1615-1618,"Teylingen, van","burgemeester, vroedschap van Alkmaar: mr Jacob van Teylingen, ontslagen 1618-10-11, begraven 1643-09-05","Bruinvis: Alkmaar no 209, p 20",,
1190395,1610-1624,"Teylingen, van","burgemeester, vroedschap van Alkmaar: jhr Floris van Teylingen, 1601~: vroedschap, 1624-10-30: begraven","Bruinvis: Alkmaar no 202, p 13, 20",,
1190396,1625,"Teylingen, van",Claes Adriaensz van Teijlingen: boedel onder de weeskamer van Rotterdam (1 omslag),Inv no 1370 p 89,,
1190397,1624-07,"Teylingen, van","losrenten kantoor Alkmaar: verschijndag 08-23, mr Jacob van Teijlingen en Jacob Coren, wegens de arme vrunden van wijlen Pieter Fredericksz haarlieder out-grootvader, fl 300 - fl 12, afgelost 1762-12-29",Arch. Gecomm Raden Noorderquartier Inv 51,,
1190398,1627-04-15,"Teylingen, van","Pieter Huygh, koopman te Amsterdam, stelt zich borg bij Henrick Willemsz van Tongeren, zijdelakenkoper te Amsterdam, tbv doctor Rombout van Teylingen x Trijntgen Sijmons, weduwe van Reijer Clock, ter somme van 216 gld 2st 12 penn, de Trijntgen Symons bij den Hove van Holland gecondemneerd is te betalen aan voornoemde van Tongeren, van welk vonnis dr Teylingen hem gesteld heeft reformant aan de Hoge Raad",G.A. Amsterdam Not Arch no 394 fol 255/Notaris Nic Jacobs ,,
1190399,1629-05-26,"Teylingen, van","Cathalina van Raveus, van Antwerpen, weduwe van Coenraet van Teijlingen trouwt met Hans Monckelboer",G.A. Amsterdam 434 fol 183,,
1190400,1631,"Teylingen, van","Ooster Voorburchwal: Augustyn van Teylingen, 30; de weduwe van Cornelis Augustyn van Teylingen, 10; Lely Graft, noordzijde: Marria Govertsz van Teylingen, 25; Pieter van Teylingen, appoteecker, 40","Quohier 200e penning Amsterdam p 31, 67/Uitgave Frederiks",,
1190401,1633-03-09,"Teylingen, van","losrenten kantoor Alkmaar: verschijndag 03-14, Leonora Vivien weduwe van jhr Floris van Teylingen in leven burgemeester tot Alkmaar, fl 1800 - fl 72",Arch. Gecomm Raden Noorderquartier Inv 51,,
1190402,1639-08-19,"Teylingen, van","Jan Allertsz Coninck is schuldig aan Maritgen Cornelis, weduwe van Augestijn van Teylingen, inwoonster van Haarlem, een jaarlijkse losrente van 15 Kar gld",R.A.H. O.R.A. 2007 Assendelft fol 39,,
1190403,1611-11-01,"Teylingen, van","geboren Jan van Teylingen, met levensloop; 1719-02-02: geboren Jan van Teylingen; 1791-06-17: Pieter Isaac van Teylingen ",Ned Leeuw jg 1925 p 118,,
1190404,1646-08-10,"Teylingen, van","rechtdag te Assendelft: Adriaen Jansz Visser gehuwd geweest met Agneta van Teilingen, mede erfgenaam van wijlen Maria Cornelisdochter weduwe van doctor Augustijn van Teylingen, contra de andere crediteuren en schuldeisers van honis Tijss, buerman aldaar",R.A.H. O.R.A. 1978 ongefolieerd,,
1190405,1654-09-12,"Teylingen, van","schout en schepenen van Assendelft oorkonden dat Pieter Allertsz Coninck, inwonende buerman, verkocht heeft aan jhr Jan van Teijlingen, wonende te Haerlem, een jaarlijkse losrente van 20 Kar gld, onder verband van zijn oliemolen; afgelost 1664-01-19",R.A.H. O.R.A. 2010 fol 53,,
1190406,1665-05-11~,"Teylingen, van","doorgehaald: Gillis Wybrantsz transporteert aan Daniel Bor een tuin ten noorden van het Spiegelspad te Nieuwer Amstel, belend oost: Jan de Kempenaer, west: Pieter van Thijlinge",R.A.H. O.R.A. ~,,
1190407,1667-10-21,"Teylingen, van","Jacob van der Moere heer van Herencarspel, voor hemzelf gehuwd met Maria de Bije, en als oom van de onmondige kinderen van wijlen jhr Cornelis van Teylingen en vrouwe Hester de Bije, betreffende renten van fl 12807-10-11 bij kantoor Alkmaar, erfgenamen van doctor Adam van Foreest, en verzoekt uitbetaling, wat geweigerd wordt; 1667-12-20: idem, Frederick van Dorp, Nicolaas de Bije en Johan van der Nijenburg als voogden request aan de Staten voor idem",Arch Gecomm Raden Noorderquartier no 25,,
1190408,1668-07-05,"Teylingen, van","losrenten kantoor Alkmaar: verschijndag 07-20, Florentius de Vos van Teylingen fl 1000 - fl 40; 1672-01-14/02-02: Floris de Vos van Teylingen, fl 1000 - fl 40; 1630-07/08-12: de nagelaten kinderen van dr Willem van Oosthoorn van Sonnevelt, nu: Floris de Vos van Teylingen, fl 1200 - fl 48",Arch. Gecomm Raden Noorderquartier Inv 51,,
1190409,1763-02-04,"Teylingen, van","ondertrouw Geref Aalsmeer: Jasper van Tijlingen, jongeman, geboortig en wonende te Kalslagen en Pieternella an Muyden, jongedochter geboortig van Harmelen, wonende alhier, attestatie naar Kalslagen",DTB Aalsmeer,,
1190410,1798-03-23,"Teylingen, van","gehuwd Oostzaandam: Jasper van Teijlingen, jongeman, geboren te Nieuwveen, wonende te Westzaandam met Maria Das, weduwe, geboren te Amsterdam, wonende te Oostzaandam",DTB Oostzaandam,,
1190411,,"Teylingen, van",informatie: het geslacht van Teylingen,"Navorscher jg 1851 p 234; Wapenheraut jg I p 126, 192, 144, 145, jg III p 20, 21; Batavia Illustrata bl 739-753, 844, 878, 905, 924, 937, 942, 966, 978,1021, 1027, 1048, 1100, 1111, 1147-1149, 1170; Ned Leeuw 1942; G.A. Alkmaar Ms Fasel; G.A. Alkmaar Coll Aanw no 129 fol 956; Ampzing p 8",,
1190412,1383,"Teynden, van der",Dirk zoon van wijlen heer Jan Rover verpacht zijn goed genaamd te Nemelaer voor 5 jaren aan Hendrik van der Teynden ,Ned Leeuw jg 1913 p 232,,
1190413,843>,"Teisterbant, van","Widukint, zoon Wikbert, stierf na 843, met nageslacht",Sloet: Oorkb Gelderland p 92,,
1190414,1371,Telkini,schepenen van 's Hertogenbosch: Willem Telkini en Goeswijn Moedel van den Steenwech,Taxandria jg 1923 p 253,,
1190415,1423,"Telcht, van","lid van het St Jorisgilde te Harderwijk: Jacob van Telcht, Arnt van Tellight, Pilgrim van Tellight, Berent van Tellight, Hildebrant van Tellight; 1434: Hilbrant van Tellight; 1437: Jacob van Tellight, 1498: Bert van Telght; 1545: Pelgrom van Tellight","Wapenheraut jg I p 13, 14, 16, 57",,
1190416,1500~1600,"Telshout, van","genoemd: … van Telshout x Suys, hieruit: van Telshout x … Borre",Batavia Illustrata bl 1028,,
1190417,1243-06-24,Tempel,"schepenen van 's Hertogenbosch: Gerardus Ru(o)ck, Giselbertus de Kaldenberge, Arnoldus de Bochoven, Gerardus Tympel, Henricus Tympel, Johannes de Beka, Theodericus praepositus",De Fremery no 84,,
1190418,1311,"Tempel, van de","heer Wouter van der Tympel, van houte tot den steeghert 22 £ (p 78); Hendrik heer Gerritsz en Wouter van den Tympel met heer Daniel van der Marwede gereden naar de heer van Arkel voor vrede in de twist met heer Harbaren zijn broer, 4 £ ","mr Dozy: Oudste Stadsrek van Dordrecht p 78, 79",,
1190419,1312,"Tempel, van de","uitgegeven:  Heinric Vriese en Tielman Oem …., heer Wouter van den Tympel van 3 sparren van 30 voeten",mr Dozy: Oudste Stadsrek van Dordrecht p 84 ,,
1190420,1334,"Tempel, van de","ontvangsten: van korentienden in Vlaardingerambacht, verkocht in 1333: tussen 2 vaerden, coman Muys 3 £, borg: Isebrant van der Tempel; Everbouts tiende: Isebrant van der Tempel, 23sc, borg: coman Muys",Rek Hen Huis I p 206,,
1190421,1351-03-21,"Tempel, van de","Wouter heer Jacobsz van der Tempel belooft gravin Margaretha en haar zoon Lodewijk de Romein te helpen met goed en bloed, behalve het stadsrecht van Dordrecht","Van Mieris II p 773, 774",,
1190422,1351-07-05,"Tempel, van de","""dit es die kost van den herevaerd die men gevaren was te Zeelantwaerd tegen d'Ingelsche daer men den strijt of hadde op den vijften dach in Julius over Maze int jaer 51, daer hoeftmans waren Gh Hugens ende Wouter Koc. Camerlingen waren Lams … Woutersz ende Willem Jansz van den Tympel""",mr Dozy: Oudste Stadsrek van Dordrecht p 86  ,,
1190423,1351,"Tempel, van de","""… daer hoeftmans af waeren Tielman van Steenbergen Jansz ende Jan van den Tympel Jansz, gerekent bij den Ambtluden; uutgeven bij den bottelgiers Jan van Bysanten ende Willem van den Tympel Jansz an Haemborger bier, hopenbier, kaersen, van waegenhure ter Goes, van waegenhure te Haemstede""; Floris van den Tympel, wyncooper","mr Dozy: Oudste Stadsrek van Dordrecht p 88, 85v",,
1190424,1359-09-29,"Tempel, van de","hertog Albrecht geeft een schrootambacht te Dordrecht, hem aangekomen bij dode van Jan de Goede heer Roelofsz aan Willem Florisz van den Tempel ",R.A.H. Coll Aanw 44 fol 72v,,
1190425,1374,"Tempel, van de","""dits die kost, die de stede van Dordt gedaen heeft om tlandt te dycken zeder dat eerst inbrac in den jare 74""; ""Godscalc van Braeckel ende Wouter Zas met Willem Florensz van den Tympel voeren eenen reise op die Wael int Broec, 6 £ 10sc""",mr Dozy: Oudste Stadsrek van Dordrecht p 91 ,,
1190426,1385-08-13,"Tempel, van de","""Godschalc van Braeckel en oude Willem Florensz van den Tympel reden ten Berge an onser liever Vrouwen ende den Rade te bidden dat sy onsen lieven genadigen Heere bade, dat wij ter antwoorden komen mochten van sijnen mismoede"", 1 £ 3sc; 08-15: idem en Wouter van den Waele, van de oude Raad de rentmeester Jan Maddyn, Hugeman Adamsz en van de 12 Jan Paderoghe en Geeraed Saemecooper met Jacob Neve, ""om ons te bet te verantwoorden dan wij int eerst ten Berge dede, kost de reise 41 gl ...: 5£ 7sc""",mr Dozy: Oudste Stadsrek van Dordrecht p 100,,
1190427,1385,"Tempel, van de","""ontfaen van de tresoriers oude Willem Florensz van den Tympel ende Henryk van Aerssen 25£ gr""; van geleend geld ""dat in quam ten eerste ommegange van de poorteren van Dordrecht: Oude Willem Florensz van den Tympel 2 £ gr; deze hebben geleent ten derde omganck: Jan van den Tympele 1£ gr, jonge Willem Florensz van den Tympele 10sc gr""","mr Dozy: Oudste Stadsrek van Dordrecht p 94, 95, 97",,
1190428,1399,"Tempel, van de","ontvangst van geleend geld ""ter laetster Vriescher reysen"", het derde quartier: Florens van den Tympel 10 £ gr en Jan van Slingelant 15 £ gr ",mr Dozy: Oudste Stadsrek van Dordrecht p 105,,
1190429,1419,"Tempel, van de","""rekeninge Cleys van Hennevelt, Aerent Aerentsz, Baertout Geeritsz ende Willem Jansz van sulcken gelde als sy geheven hebben van Henric Feytop  de wisselaer van 6000 schilden, die mijn Heere Hertoge Jan van Beyeren gaf voer der stede gevangen, die hij cofte int jaer 1419: Jan van den Tympel ...""",mr Dozy: Oudste Stadsrek van Dordrecht p 116,,
1190430,1420,"Tempel, van de","""rekeninge Willem van Muylwuycx, Gysbert Neyse, Ewout Laurentsz, Arent Sarysz ende Henric Feytops van de leeningen der poorteren van Dordt om des oorlochs wille van die van Utrecht, van 't bezette voer Leyden ende den oorlog wille des Graeven, van Syms Pouwels ende van kost binnen Geertrudenberge gedaen int jaer 1420, in schilden: Jan van den Tympel Floris 16, Adriaen van den Tympel syn broeder, 8, Catalyn van Slingelant, 16, Jacob van den Tympel, 4""",mr Dozy: Oudste Stadsrek van Dordrecht p 121,,
1190431,1528-11-28,"Tempel, van de","Floris van den Tempel Jansz contra schout en schepenen van Strijen: tussen zijn vader en verweerders was een geschil geweest dat door de Grote Raad bij sententie van 1516 werd beeindigd: verweerders kregen opdracht een erfscheiding aan te brengen; nadat Jan van den Tempel de sententie had laten verjaren, vroeg zijn zoon aan de Grote Raad het vonnis als nog executoir te verklaren, hetgeen op 1528-11-28 gebeurde; verweerders voldeden hieraan niet, waarop eiser opnieuw dagvaardde; 1529-07-07: bevel aan deurwaarder om de sententie te doen uitvoeren","Grote Raad Mechelen Beroepen Holland dossier 343, E.A. Dossiers dl I dossier 289",,
1190432,1686,"Tempel, van de",Armyntge Abrahamsdochter van den Tempel te Leiden vraagt aan de Staten van Holland venia aetatis,Index J.A. Jaeger p 85,,
1190433,1419,"Tempel, van de","genoemd: Lambert van Tempel; 1466: Floris van der Tympel; Olivier van den Tempel; 1312: Wouter van den Tympel; Maria van den Tympel; Lodewijk van den Tempel; Jan van den Tempel, dochter Agatha x Adriaan van Eemskerk; Otto van den Tympel gezegd Slingelant, dochter Corneliz x Johan van Dorth","Batavia Illustrata bl 748, 751, 754, 851, 864, 876, 895, 945, 1026, 1209",,
1190434,1286-10-14,Tengnagel,"o.a. Claeys Tynghenaghel, ridder, verblijft de uitspraak in het geschil tussen de graaf van Gelre en de graaf van Holland aan de graaf van Cleve, Aelebrecht van Voorne, Willaem van Hoorne en mr Gerard van Leyden",v.d. Bergh II no 595,,
1190435,1321-06-16,Tengnagel,"heer Godefridus dictus Thenghenagel, miles, met zijn twee zoons Nicolaas en Zanderus, verkopen voor zichzelf en de nog minderjarige kinderen, goederen te Heusden, gekocht van Walterus de Zoelen en zijn vrouw Margaretha, aan de Commanderij van St Jan te Arnhem",De Raadt IV p 370/Arnhem Command de St Jean,,
1190436,1358,Tengnagel,"Gerard van Beesde zegelt voor Jean Tinghenaghel, van Harderwijk, un reçu de 36 vieux écus pour un cheval usé au service du Brabant",De Raadt I p 221,,
1190437,1445-01-23,Tengnagel,"Floris Tingnaghel filius Ghiselberechts, van Haeften in Gelreland, wordt poorter van Brugge ""omme perde verhuerer te zine""",Indices Brugse Poorterboeken 1434-1450 p 412,,
1190438,1501,Tengnagel,"Folpairt van Huesden, chanoine à Zaltbommel et Robert van Huesden, arbitres d'un différent entre Huygman Tengnagel et sa mère Elisabeth, veuve de Jacques Tengnagel; arbitre pour Huygman Tengnagel: Thierry Auwrijn","De Raadt II p 81, I p 188",,
1190439,1673-04-15,Tengnagel,"losrenten kantoor Monickedam, quote van Suyderwoude: verschijndag 1674-04-01, ds Symon Tingnagel fl 200 - fl 8, geemployeerd in de negotiatie van 1752-05-24; 1674-03-27/1675-06-01: ds Symon Tingnagel, predicant tot Uy[t]dam, fl 500 - fl 20, geemployeerd zie voren; 1675-05-24/1676-07-01: ds Tengnagel 112 - 4-9-9, idem",Arch. Gecomm Raden Noorderquartier Inv 51,,
1190440,1681-12-27,Tengnagel,"lijfrenten kantoor Hoorn: Jacob Groot 400 gld ten lijve van Jan Groot, oud 3 maanden, vader Jacob Groot en meoder Catharina Tengnagel, fl 36",Arch. Gecomm Raden Noorderquartier Inv 51,,
1190441,1691-10-30,Tengnagel,"lijfrenten kantoor Monickedam: de heer Joan Fransz Thamis, oud burgemeester en raad van Monickendam, 700 gld ten lijve van Catharina Tenghnagel, oud 4 jaar, vader is Mattheus Tengnagel en moeder Catharina Thamis, fl 56; 1704-10-25: Matheus Tengnagel, 1000 gld ten lijve van zijn dochter Cornelia, oud 11 jaren, moeder is Catharina Tamis, fl 90; 1706-02-13: Matheus Tengnagel fl 1000 ten lijve van zijn dochter Catharina Tengnagel, oud 19 jaren, moeder is Catharina Thamis, fl 90; 1707-01-22: Mattheus Tengnagel, fl 600 ten lijve van zijn dochter Cornelia, oud 13 jaren, moeder is Catharina Taams, fl 54",Arch. Gecomm Raden Noorderquartier Inv 51,,
1190442,1697-08-02,Tengnagel,"losrenten kantoor Edam: verschijndag 09-02, Matthaeus Tengnagel, tot Amsterdam, fl 2000 - fl 80",Arch. Gecomm Raden Noorderquartier Inv 51,,
1190443,1705-09-19,Tengnagel,"lijfrenten kantoor Hoorn: Simon Tengnagel 500 gld ten lijve van zijn zoon Ysbrand, oud 4 jaren, moeder is Regina de Nijs, fl 45; 1707-01-22: idem 500 gld ten lijve van zijn zoon Ysbrand, oud 5 jaren, moeder is Regina Denijs, fl 45",Arch. Gecomm Raden Noorderquartier Inv 51,,
1190444,1708-03-24,Tengnagel,"lijfrenten kantoor Monickedam: Cornelia Adriaens fl 1000 ten lijve van haar dochter Cornelia Tengnagel, oud 47 jaren, vader was Symon Tengnagel, fl 90",Arch. Gecomm Raden Noorderquartier Inv 51,,
1190445,1749-04-19,Tengnagel,"losrenten kantoor Monickedam: Catharina Ganseneb Tengnagel weduwe van mr Willem van Sanen, fl 1500 en rente fl 45, en fl 1000 - fl 30; Cornelia Ganseneb Tengnagel: 2 x fl 1000, rente 2x fl 30",Arch. Gecomm Raden Noorderquartier Inv 51,,
1190446,1741-09-01,Tengnagel,"lijfrenten kantoor Hoorn: Nicolaas Paradijs 6000 gld ten lijve van Cornelia Tol, oud 23 jaar, vader is Willem Tol en moeder Cornelia Gansneb Tengnagel, fl 450",Arch. Gecomm Raden Noorderquartier Inv 51,,
1190447,1344,Tengnagel,genoemd: heer Nicolaas Tengnagel,Batavia Illustrata bl 1209,,
1190448,1338-05-22/20,Tepesar,"stierf broeder Johannes Tepesar [Necrologium: Tepesac], lekebroeder van het klooster, die 5 sch jaarlijks besproken heeft en op het kerkhof der broeders begraven is; 1317 [-05-28~]-05-29~: stierf heer Guido, bisschop van Utrecht, broer van graaf Jan van Holland, voor wiens ziel broeder Johannes Tepesar jaarlijks een pond heeft gegeven","Kroniek Egmond p 263, 264/H Wijn: Huiszittend Leven II p 111; J Hof: Abdij Egmond p 481",,
1190449,1100~1200,Terlinc,"goederen van de abdij Echternach op Walcheren, in Westmunstre: 20) Waltherus filius Bettonis in terra S Willibrordi quatuordecim mensuras,inde solvit quinque fertones, post cujus mortem libero est terra; 23) Henricus filius Bettonis in Duunmede unam mensuram, tres solidos; 33) Walterus Terlinc in Ostmede sex mensuras, Springe quinque, Westmede quinque, Ostersgemede duas, et solvit septem fertones et dimidiam, post cujus mortem libera est terra",Bijdrage Nyhoff: 3e reeks dl 6,,
1190450,1284-12-05,Terninc,"genoemd: Willem Terninc, te Haarlem",v.d. Bergh II no 529,,
1190451,1298-07-10,Terninc,"de officiaal van het hof van de aartsdiaken van Utrecht gelast de priester te Leiderdorp om de priester Willem Terninck op straffe van schorsing en de ban, aan te manen aan de proost en het convent van Koningsveld en aan Thomas, regulieren kanunnik van Marienweerd en rector van de kerk van Nieuwendam, de kosten te betalen van een wegens die kerk door hem tegen deze voor de officiaal gevoerde procedure, bij verstek bepaald op 50 zwarte Tourn £, na de eed van de procureur van de tegenpartij Theodericus dictus Hoete, en de officiaal te voldoen voor zijn niet verschijnen",Reg Rotterdam en Schieland p 47 no 147,,
1190452,1306-07-03,Terninc,"Simon van Benthem, ridder, verkoopt voor zijn zoons  de Kille Willen hoeve voor 9 £ 15 sch per morgen aan ver Katerine van Bakenesse en ver Agnes, zuster van heer Albrecht Terningh ",Reg Hann p 18,,
1190453,1307-11-12,Terninc,"St Salvator te Utrecht geeft in huur aan Albertus Terninc, priester, voor zijn leven, 6 morgen land in Monsterambacht, belend: 's Gravendijk, Hasekina weduwe, Jan van Nortike",Reg Hann p 23; Inv Arch Leeuwenhorst regest 38,,
1190454,1312-10-07,Terninc,"verklaring van Philippus Terninc, priester, dat hij afstand doet van zijn deel aan de ouderlijke erfenis tbv zijn zuster Agnes",Reg Hann p 47,,
1190455,1316-05-16 - 1317-05-15,Terninc,"renten in Nortich van den dike: - 2 campen land in de Zuidbroec, ""ende hebben ader lude lant in ende dier onderwint him haer Aelbrecht Tarning""; idem in de rekeningen over 1317-138, 1318-1319, 1319-1320, 1320-1321",Rek Hen Huis II p 423,,
1190456,1318-09-24,Terninc,"heer Aelbert Taerninc, kapellaan in de kerk van Nortich, en zijn zuster Agnes schenken een rente aan het klooster Leeuwenhorst",Reg Hann p 78,,
1190457,1333-05-04,Terninc,bevestiging van de schenkingen van heer Aelbrecht Taerning aan het klooster ter Lee,Reg Hann p 201,,
1190458,1333-05-06,Terninc,"Jan Persyn verkoopt aan heer Aelbrecht Ternync, priester, het Burchland in Maesland",Reg Hann p 214,,
1190459,1333-08-29,Terninc,"Jan van Nortich verkoopt land in Voorhouterbroec aan heer Aelbrecht Terninc, waarvan zijn oom de leenware overdraagt",Reg Hann p 217,,
1190460,1335-11-17,Terninc,heer Aelbert Tarninc doet voor zich en zijn zuster Agnes afstand van de Killen Willenhoeve te Wateringen tbv het klooster Leeuwenhorst,Reg Hann p 234,,
1190461,1339-06-29,Terninc,"heer Aelbrecht Terninc, persoenre van Voorhout, geeft volgens verklaring van Willem, parochiepaap aldaar, voor de abt van Egmond, aan gemene buren van Voorhout een huis, mits het openhuis voor de abt blijft",Reg Hann p 262,,
1190462,1340-07-12,Terninc,abdis en convent ter Lee beloven aa nheer Aelbert Taerninc zijn leven lang de inkomsten van de door hem geschonken goederen,Reg Hann p 270,,
1190463,1341-03-23,Terninc,"Aelbert Taerninc, rector van de kerk van Voorhout, schenkt aan het door hem gestichte gasthuis te Noordwijk zijn goed het Hofland te Maesland, en na zijn dood al zijn goederen; 1343-09-22: bekrachtigd door de bisschop van Utrecht",Reg Hann p 276,,
1190464,1344-12-11,Terninc,graaf Willem oorkondt dat heer Aelbrecht Taerninc al zijn goederen in Nortich en Wateringe aan het klooster Leeuwenhorst gegeven heeft,Reg Hann p 296,,
1190465,1204-02-14~,Terninc,Wouter van Cruyningen verklaart dat een aantal van zijn mannen land te Morlodenesse aan de abdij ter Does hebben verkocht,Oorkbk Holland I no 257,"scabini et homines comitis: Heinricus filius Heinrici, Wilhelmus filius Wlfardi, Lambertus, castellanus de Portflite, Baldwinus, clericus de Scarpenisse, Egidius filius Theoderici, Hugo Suthaman, Hugo Tarning, Gerolf filius Harnothi e.a.",
1190466,1338-05-26,Terninc,"schout en schepenen van Rotterdam oorkonden dat Jacob Ternincz schuldig is aan Dammas Eylaert  10 sch Holl per jaar uit de helft van zijn huis en erf staande binnendijks (op het oosteinde te Rotterdam), belend tussen Dierc Kijnaertz en Gerrit den Koc",Reg Rotterdam en Schieland p 145 no 471,,
1190467,1346-12,Terninc,"grafelijke lenen: Symon Paridaen Hughe Ternincs hofstede; 1346: in Castrickem Symon Parydaen een werve lands liggende voor zijn deur, Hughe Tarninx hofstede geheten","Bijdr Hist Gen jg 1901 p 287, 249/Reg EL 5 fol 67r",,
1190468,1348,Terninc,heer Aelbertus Taerninc bedient een vicarie in het convent van Loosduinen,"Ons Voorgeslacht 10-1990 no 636, p 338",,
