id,datum,naam,inhoud,bron,getuigen,bijzonderheden
1210446,1273-1297,"Veldwijk, van","in parrochia Vinen: 1 ½ mal ordei 1 ½ haspilcorn, 1 ½ avene, 1 scepel tritici, ad census 3 sol leves de manso in Vinen, Johannes van Veldwyk",Quellen Stift Xanten p 448,,
1210447,1300~,"Veldwijk, van","tienden in Byslick, in Veltwick: - Bela de Veltwick de proprio curtis in Ylte mod. ordeo; - Gerardus, scultetus de Veltwick mal tritici, 6 vaso ordei et 1 mal avene, de bonis domini Theoderici de Bellinchaven, vas siliginis et vas pise; - Gerardus de Velstwick de proprio suo Hystenbruck in Scuthwick vas ordei; idem de proprio suo in Oyenbruck vas ordei","Quellen Stift Xanten p 409, 410",,
1210448,1400-1415,"Veldwijk, van~",de curte in Bisselick: in curte Steenbergh in parrochia Bislic: Henricus upper Steynbergh et Lysa uxor ejus habent [viteductum],Quellen Stift Xanten p 371,,
1210449,1438,"Veldwijk, van","ista bona up den Steenbergh trans Rhenum in Bislick: … receperunt Henricus de Veltwyck et uxor ejus, et Wesselus filius eorum et dabunt de eisdem … mal ordei",Quellen Stift Xanten p ?,,
1210450,1460-1461,"Veldwijk, van","recepta porcorum in Bysselick: de bonis Olislegers, que colit Gerardus Veltwick, 1 porcum (p 22); in parrochia Biselick de bonis Olislegers, que habet Gerardus to Veltwick 3 mod avene levis (p 425); (p 43) in parrochia Bislick de bonis to Veltwick: de bonis Olislegers, que ad presens colit Gerardus toe Veltwick habet prepositus 1 porcum, 3 mod ordei, 3 mod avene et 16½d, ad que Mechtildis Roemans sola est manuata",Quellen Stift Xanten ,,
1210451,1350~,"Veldwijk, van~","de bonis nostris in Malsen: in die Corte Oesteringhe 5 hont, tussen Johannes de Weldwijc en Ghibekinus zoon van Godard",Goederenlijst Marienweerd/Cartul Marienweerd,,
1210452,1681-09-28,"Velen, van","Marie Isabelle comtesse de Velen et à Megen, dochter van Ferdiand Godefroid comte de Velen et à Megen etc en Sophie Elisabeth comtesse de Limburg, etc",De Raadt III p 24,,
1210453,1400~1500,"Velen, van",genoemd: Anna van Vhelen x Cornelis van Ossenbroek,Batavia Illustrata bl 1079,,
1210454,1788-05-30,Velingius,benoemd tot Vroedschap van Alkmaar: mr Willem Arnold Velingius; 1789-1793: schepen,"Bruinvis: Alkmaar p 31, no 472",,
1210455,1629-07,Veling,"losrenten kantoor Enkhuizen: verschijndag 08-14, Maritgen Rutgers Verbrugge weduwe van Willem Hermansz Velingh, fl 1200 - fl 48, afgelost 1773-01-14",Arch. Gecomm Raden Noorderquartier Inv 51,,
1210456,1636-05-16,Veling,"losrenten kantoor Enkhuizen: verschijndag 06-05, de weesmeesters tbv Aeltje Jans Velings, fl 375 - fl 15",Arch. Gecomm Raden Noorderquartier Inv 51,,
1210457,,Velius,genealogie familie Velius en info betreffende Dirk Velius,"Navorscher jg 1914 p 138; Jacobus Kok dl 29 p 183, dl 21 p 65; Navorscher jg 1877 p 322, jg 1888 p 592, jg 1873 p 581, jg 1886 p 495",,
1210458,1672-01-14,Velius,"losrenten kantoor Medemblik: verschijndag 02-02, dr Dirck Velius, fl 2000 - fl 80",Arch. Gecomm Raden Noorderquartier Inv 51,,
1210459,1631-01,Velius,"losrenten kantoor Medemblik: verschijndag 02-08, dr Martinus Velius fl 1600 - fl 64, afgelost 1772-01-08; 1643-07-03/07-20: idem fl 1400 - fl 56; 1645-05-19/05-27: idem fl 3000 - fl 120; 1646-03-02/03-14: Martinus Velius fl 1367 - fl 54-13-8",Arch. Gecomm Raden Noorderquartier Inv 51,,
1210460,1583-06-27,"Veldt, van der~","Claes Philipsz [van der Veldt] belend van een hofstede met 33 morgen land (huis te Vogelesanc); 1613-01-11: Claes Philipsz voor de helft en Jacob Jeroensz voor de helft, verkopen aan Philips Claesz, buerman in Vogelesanc, ""de Hoge Weide"", groot 6 morgen ten zuiden van de Manpadslaan, deels in Heemstede, deels in Tetrode; hij bezit in de Vogelesanc: 876 r 78 voet/948 r 36 voet/604 r 14 voet/1434 r 27 voet",Caartboek Bloemendaal fol 50,,
1210461,1457,"Veldwijk, van","Twaalf ? in Dordrecht: Lambert van Veldwyk, wantsnijder",Balen: Dordrecht p 349,,
1210462,1467,"Veldwijk, van","Raad van Dordrecht: Gerynck van Veldwyk Hubrechtsz, na de dood van Sarys heer Martensz; 1472: i pl v Lambert Mol die uytlandig was; 1478, 1479: schepen","Balen: Dordrecht p 295, 297",,
1210463,1565,Velleman,"Johannes Velleman, pastoor van de St Pancraskerk te Leiden ",Grote Raad Mechelen Beroepen Holland dl VI dossier 598/2,,
1210464,1105-1120,"Velsen, van","inkomsten abdij Egmond ten tijde van Adallard: - Gericus de Velsen geeft een stuk land te Velsen, 3 uncias en 4 den opbrengend; -Gherwalech, conversus et monachus, broer van abt Allard, geeft land in Velsen, 5 uncias 4 denarios minus, en in Haregan 2 solidos opbrengend; 1130-1161: Gericus dedit terram in Velsen 2 solidos vel 20 d persolventem",v.d. Bergh I no 108; Batavia Illustrata bl 1209,,
1210465,1156,"Velsen, van","keizer Frederik I bepaalt de grenzen tussen de goederen van St Marie te Utrecht en Egbert van Amstel, vastgesteld door arbiters uit de streek: ""a Bruntheslothe fratrum esse omnem decimam nove terre usque ad terram Wilhelmi de Velsen et domum Walteri "" [de vorder... Aa?] en dan tot de dijk toe, ""excepto uno vorlant, virga XI pedum, a terra vero Wilhelm et domo Walteri usque ad Hursteldrecht et ad terminum Wisepe et contra flumen [Vecht]""",v.d. Bergh I no 135,,
1210466,1227,"Velsen, van","Emece, abdis van Rijnsburg, verkoopt de tienden van Aloudgeest aan Dirk van Raephorst en beleent hem daarmee; onder de getuigen: Gherardus de Noortghe [waarschijnlijk vader van Albert van Velsen]",v.d. Bergh I no 309; dr Gosses: Vorming Graafschap Holland p 70,,
1210467,1231-01-14,"Velsen, van","Arnoldus abt van Egmond ontslaat enkelen uit hun keurmedigheid; onder de getuigen eerst de homines ecclesie, dan de servi abbatis waaronder Theodericus de Velsen [Dirk Persyn ?]; 1223-1234: Dirk van Velsen komt voor op de lijst van Hollandse edelen","v.d. Bergh I no 325; Batavia Illustrata bl 1209, bl 741 no 73",,
1210468,1261-10-14,"Velsen, van","Arnoud en Walewijn, zoons van Walewyn van Alkemade, schenken hun goederen in Nordeka en in Langhevelde ""sub juricditione domini Hugonis de Nordeka, militis en Aelberti de Velzen"", tot stichting van een klooster te Lede [Leeuwenhorst]","v.d. Bergh II no 76, 77",,
1210469,1266-12-19,"Velsen, van","graaf Floris V bevestigt de privileges van Leiden en hij belooft, als patroon van de kerk te Leiden 2 priesters voor te dragen, acta Teylingen; onder de getuigen: Albertus de Velsen","v.d. Bergh II no 151, Nal no 41",,
1210470,1266,"Velsen, van",Adelbert van Velsen ontving van graaf Floris de helft van de Kermistollen van St Jan te Haarlem,Batavia Illustrata bl 1209/Arch Gebeneficeerden Holland,,
1210471,1275-09-08,"Velsen, van","Heyne van Velsen met zijn hove va n32 morgen is hij een belending van de 3 hoven (elk van 32 morgen) die heer Florens van Rodenburg van de abdij Egmond in leenhoudt, gelegen aan de Rijn [te Leiderdorp]",v.d. Bergh I no 293,,
1210472,1276-06-19,"Velsen, van",graaf Floris V stemt in met een weekmarkt te Beverwijk in het ambacht van Gerard van Velsen,v.d. Bergh II Nal no 57,,
1210473,1279-09-24,"Velsen, van","de cantor van St Donatiaan te Brugge moet het geschil beslissen tussen de abdis van Rijnsburg en Henricus de Lecka, Theodericus de Theylingen, Theodericus de Wassenare, Gerardus de Weteringhe, Jacobus de Woude, Simon de Theylingen, milites; Gerardus de Velsen en Siwoldus dictus Scotekin, laici",v.d. Bergh II no 383,,
1210474,1282-11>,"Velsen, van",lijst van lenen van Teylingen: no 51) Gheret van Velzen 2 ½ £ an erve te Velsen,De Fremery Nal no 3/Bijdr Hist Gen jg 1901 p 268/Reg EL 5 fol 90r,,
1210475,1281-11<,"Velsen, van","lenen ten tijde van Floris V: no 99) in het ambacht van Gerart van Nordike [ws dezelfde als Gerard van Velsen]: Arnoud die Vrie die irrteel in den broke tusken Vorhoute ende Nordyc, bi der abdissen lant; no 177) Gerart van Nortdicke 3 morgen bij de kapel van Lisse in den broeke en 3 acker land bij zijn woning tussen de weg en de hout",De Fremery no 228,,
1210476,1285-07-18,"Velsen, van","paus Honorius Iv veroorlooft Gerard van Velsen en Hildegond gehuwd te blijven. Gerards vader, Aalbrecht van Velsen, was met Jan Persyn, ridder, overeengekomen dat diens bijna 7 jarige dochter later zou trouwen met Gerard, die toen ook nog onmondig was. Persijns dochter wilde niet met Gerard trouwen en de beloofde bruidschat bleef onbetaald. Gerard trouwde met Hildegond, een bloedverwante 4e graad van de dochter van Persyn",De Fremery no 233,,
1210477,1285-10-27,"Velsen, van","verzoening tussen de gebroeders van Amstel met  de bisschop van Utrecht en graaf Floris V, borgen voor de gebroeders van Amstel o.a. Gerard van Velsen met 20 man ",v.d. Bergh II no 571,,
1210478,1287-11-02,"Velsen, van","Gherard van Velsen maakt tot lijftocht aan zijn vrouw Hillegond: het ambacht van Noirtdike datr syn is, de helft van de tienden van der Wijke [Beverwijk], ½ de tol van Haerlem, markt en dagelijkse tollen, de tiende op het Wout [bij Delft], die Gerard van Willem van Teylingen hield",v.d. Bergh II no 622/Ons Voorgeslacht jg 1973 p 85/Batavia Illustrata bl 1209,,
1210479,1290-06-22,"Velsen, van","Gerard van Velsen ontvangt van graaf Florens de helft van de visserij door de Zaende, de andere helft bezat hij al, ""ende dairtoe heeft hi quite gesconden den zeevanck die hi hadde te Noerdeke""",v.d. Bergh II no 726,,
1210480,1290-11-21,"Velsen, van","Pieter van Rolland schenkt enige renten aan zijn zuster Beatrix, begijn, o.a. 2 £ uit de sciptolne van Gheraerd van Velsen (1302-05-19: uit deze akte blijkt dat dit de tol te Sparendam was), 1 £ te Haerlem, 15 sc van Sijmons hofstede die van Coensen Cnaip was, 5sc van de hofstede van Ghisenaer de bakker",De Fremery no 274,,
1210481,1291-01-13,"Velsen, van","testament van Dirk, priester te Akersloot, getuigen o.a. Arnoldus de Velsen, monnik van de abdij Egmond en zegel van Gerardi personae de Velsen provisoris Kenemariae",v.d. Bergh II no 759,,
1210482,1291-06-28,"Velsen, van","Gerard van Velsen ontvangt leen van de abt van Egmond te Hillegom: de oude korentiende en de smaltiende,  te Beverwijk: de helft van het leen van heer Willem veren Steyneldenz, al het land van ver Lise van Zaenden, ook gelegen in der Wike",v.d. Bergh II no 778,,[Willem veren Steyneldenz: behoorde tot het geslacht van uter Wijk of van Zaenden? Later komt voor: een Dirk Steyneldensone van Tetrode]
1210483,1293-04-03~,"Velsen, van","Willem van Egmond, Gerart van Velsen, Gerard heer Wouterz getuigen voor graaf Floris V dat Willem heer Simonsz van Haarlem het noordeinde van Schermer, Mijzen en Ursem in achterleen zal houdten van Gerrit zoon van Voorne",v.d. Bergh II no 952,,
1210484,1302-07-23,"Velsen, van","rekening en verantwoording van de erfgenamen van wijlen heer Gerard van Velzen, deken en provisor van Kennemerland",Reg Hann p 7/R.A.U. Cartul St Jan no 258,,
1210485,1307-11-18,"Velsen, van","stierf Geertruyd van Velsen, die 2 £ gaf in 1307",Kroniek Egmond p 280/Dagregister,,
1210486,1310-05-07,"Velsen, van","stierf Arnout van Velsen, priester en monnik, die het klooster een stuk land in de Wijk, meer dan 30 sch jaarlijks opbrengend, geschonken heeft, en ter verzorging een stuk land beneden Bakkem in Langeweren liggend, en in het Capittelhuis begraven is",Kroniek Egmond p 261/Dagregister; J Hof p 476,,
1210487,1322-03-19,"Velsen, van","jvr Aechte Heynendochter van Velsen vermaakt bij testament aan het gasthuis te Leiden al wat haar uit de erfenis van haar broer Isebrand is aangekomen, behalve het vruchtgebruik van huis en inboedel voor haar broer meester Hughe, en voor Yde weduwe van Isebrand",Arch Gasthuizen Leiden regest 6/Inv no 368 en Cartul A fol 34,"met haar zegel en dat van Henrik Spiker, deken en provisor van Rijnland",
1210488,1322-07-11,"Velsen, van","jvr Aechte Heynendochter van Velsen schenkt aan het gasthuis te Leiden het erf in Rijswijk, haar aanbestorven van haar broers meester Hughe en Ysebrand, waarna de schout van Rijswijk de overdracht bevestigt",Arch Gasthuizen Leiden regest 7/Cartul A fol 34v,,
1210489,1325-08-29,"Velsen, van","graaf Willem geeft Clarisse, dochter van Gheret van Velsen 10 £ Holl per jaar voor haar leven",Van Mieris II p 358,,
1210490,1325-09-04,"Velsen, van","graaf Willem verbiedt op straffe van lijf en goed Jan Evensz te betichten dat hij op bevel van de heer van Brederode en diens zoon Willem van Velsen [is dit wel juist, of is Willem van Velzen een zoon van Jan Willaem Erenzone (Evenzone) ?], van 's graven wege twee knapen om hun misdaad heeft helpen ombrengen",Reg Hann p 143,,
1210491,1334-10-05,"Velsen, van","Alaerd Reyner Colynsz doet aanspraken gelden op land in Velserbroek, ""de Lichtcamp"", dat hij met zijn vrouw Willemsdochter van Velsen ""behuwede hilde""","Muschart: Ned Leeuw jg 1912 p 100, 101",,
1210492,1344,"Velsen, van","ontvangst van heer Florans van der Boechorst van goederen uit het monnikenhuis op Markerhoefde, die hij verkocht heeft, van ""inghebodelt"" (potten, pannen,lades, bedden, stoelen etc): Claes Symansz van Velsen, 33 d, 4sc 3d, 89d, 12sc 25d ; Boudyn Symonsz van Velsen, 58 d; in het westhuse (dieren): Boudyn Symansz van Velsen, Claes Symansz van Velsen, met dieren en bedragen",Rek Hen Huis I p 359 ev,,
1210493,1350-1351,"Velsen, van",Claes Symonsz van Velsen: van de tienden van Scaderwoude 9 £ 5sc,Rek Rentmeester Kennemerland 799 fol 19,,
1210494,1358-10-24,"Velsen, van","Catherine van Velsen vrouwe van Waterland geeft verlof ""den goeden luden ide Helsem toebehoren"", gelegen bij Monnikendam in de ban van Zuyderwoude, te bedijken",G.A. Amsterdam Alkemade en v.d. Schelling: Beschrijving Geslacht Persijn I p 86,,
1210495,1362-11-10,"Velsen, van","de gemene buren van Purmerend schenken aan Claes Claes Symonszsz van Velsen [Persijn van Velsen], de tochten, wateringen en visserijen van de ""wisen"" in Purmerend naar de zijde van de Horn en van Waterland en de buitendijkse tocht, Tetensloet geheten; vgl 1362-12-12: Kathariin vrouwe van Waterlant schenkt aan haar neef Claes Claesz [Persyn van Velsen] den vrijen eigendom van de watertocht, visserije van de ""wijsen"" van Purmerend en van de Tetensloet, met een sluis in de dijk aldaar ","Inv Arch Heren van Montfoort Regest 76, 77, p 98",,
1210496,1378-06-01,"Velsen, van","resignacio facta domino Johanni Weent per Wilhelmum de Velsen Beatricem et Cillam de terris sitis in Maeslant, emptis per magistrum Reynerum de Riedwijc, fratrem corundem",Bijdr Bisdom Haarlem/Cartul Egmundense,,
1210497,1467-1468,"Velsen, van","Willem van Velsen: pluimgraaf te Hoorn en bewaarder van de besterfte aldaar, voor zijn roc 3 £; 1468-1469: idem 3 £ ","Rek Rentmeester Kennemerland 898 fol 49, 899 fol 52",,
1210498,1478,"Velsen, van","Willem van Velsen, 3 £ ",Schotboek Hoorn p 151,,
1210499,1665-1666,"Velsen, van","Simon van Velsen, van Hillecom, wordt poorter van Brugge",Indices Brugse Poorterboeken II p 989,,
1210500,1616-08-13,"Velsen, van","Theunis Jacobsz van Velsen aan Pieter Hendriksz, lakenkoper te Haarlem, ⅛ part van Jan Gyzevaart en 4 blekerijen met 11 morgen duinland, belast met ⅛ van 5st Brederodes erfhuur en met 900 gld hoofdsom","Protocol Schoten, Haarlemmerliede en Akendam 1610-1621 no 37 fol 33/35",,
1210501,,"Velsen, van","DTB Leiderdorp: familie van Velsen tussen 1700-05-16 en 1744-09-18; Nieuw-Loosdrecht:  Evenblij x van Velsen, dopen tussen 1707-02-05 en 1729-02-13; 1748-09-16: begraven Jannetje Pieters van Velsen; 1747-02-18: Pieter van Velsen","DTB Leiderdorp, Nieuw-Loosdrecht en Woubrugge",,
1210502,1625-11-05,"Velsen, van","testament van Gerryd Jochemsz van Velsen en zijn vrouw Reinu Gerbrandsdochter: zij willen dat de erfgenamen zich houden aan het testament; genoemd: Frijn Gerbrantsdochter, Meinu Gerbrantsdochter, de kinderen van wijlen haar zuster Hillegond Gerbrantsdochter, ""sonder te mogen comen aen Tys Jansdr Verwer kinderen vader"", getekend: Gerrit Jochghoms van Felsen, merkteken van Reinuw Gerbrantsdochter",Not Arch Enkhuizen 897 fol 40v,,
1210503,1230-02-19,"Velsen, van","genoemd: Theodericus de Velsen; Gerard van Velsen x Magtild van Woerden, Hugo van Velsen; .. van Velsen x Jan van Treslong; Pieter van den Ende x Aeltje van Velsen, zoon Adriaen","Batavia Illustrata bl 977, 1209, 742 no 75, 1053, 1124, 1173; Wapenheraut jg II p 47",,
1210504,1606-01-21,Velserman,"Gerrit Velserman, tot Haarlem en Jan Cornelisz Ruijch, tot Alkmaar, als ooms en voogden van de nagelaten kinderen van Cornelis Cornelisz Ruijc x Agatha Velserman, teven als gemachtigden van Agatha, verkopen huis en erf te Alkmaar",O.R.A. Alkmaar 139 fol 222v,,
1210505,1795,"Veltrup, te","de Burgersociëteit te Westzaandam benoemt een commissie tot het nazien van de Bansrekeningen: Pieter Kist, Adriaan Rogge, M te Veltrup, Cornelis de Vries, A Baas H.Z.","Jongewaard p 100, 114",,
1210506,1622,"Ven, van de","schepen van 's Hertogenbosch: Jan van de Ven Jansz, met zijn zegel",Navorscher jg 1890 p 584,,
1210507,1616-08-11,Venant,"huwelijk: Jacobs le Bleis, jongeman en student medicine, met zijn oom Franchoys Venant en Lourens van Ravesteyn, medevoogd x Ermgart Muys van Holy, weduwe van mr Niclaes Andriesz Dijck",Ned Leeuw jg 1913 p 67/Notaris Paets Leiden regest 178,,
1210508,1289,Venedau,"de heer van Strijen bouwt het huis te Oosterhout: de beemte is gekocht van Copparde van Oisterhoute, het bos van Janne Vemdau",Van Mieris II p 402,,
1210509,1326-10-02,Venedau,"Jan Vemdau oorkondt: ""dat ic gheweten hebbe, ende minen vader, ende anders ouden luden hebbe horen segghen, dat die van Sinte Gheerdenberghe dicke up die wildert goet ghenomen ende ghepant hebben, maer nie en wiste ic, noch en conde ghevreisken van minen ouderen, dat die van Brabant, of die van Breda enich goid hailden jof panden opdie wildert sonder nu tesen jare""; het land waar het huis op staat i s gekocht van Coppaerde de Schoute en van zijn vader ",Van Mieris II p 403,"Daniel van der Merwede, ridder",
1210510,1361-1393,Venedau,"leen van Putten in Zuidholland: Heinric Venedau houdt 4 morgen land ""an die Upalme, daer hi woont achter zyn huys""",R.G.P. Grote Serie 170 Rek Dom Putten dl II p 347,,
1210511,1459-10-17,Venedau,"Hendrik Venedauw, knaap, draagt het patronaatrecht vermeld op 1459-09-10, over tbv zijn bloedverwant Johan van Wyck Egidiusz, knaap; 1459-09-10: mr Dirk Byndorp Arnoldsz draagt over tbv Hendrik Venedauw het patronaatrecht van 5 prebenden door wijlen Machteld van Riede in de collegiale kerk van St Catharina te Heusden gesticht; 1459-09-15: bekrachtigt door de bisschop van Utrecht","Berigten Hist Gen IV p 99/Archief Nijenrode, afschrift",,
1210512,1520-07-20,Venedau,"erven de Bije [zie op van Bruheze] verkopen aan Claeusen Stoffel Venedauwesz, de glasemaker, de helft van hof en erve in de Doinck, waar Cornelis Anthonisz van Hoodonc de andere helft gekocht heeft",Schepenregister Breda 738 fol 67v,,
1210513,1316,Venedau,afterstal van renten in Berkel: Louwerens Venemansz 9sc 2d; 1334 in Pinackerambacht: in Catwijc Gheret Venemansz 27d 3 ord 2 oct 8 tual; van landhuur in Berkel: van Laurens Venemansz 11sc 9d,"Rek Hen Huis I p 111, 191, 203",,
1210514,1642-12-18,Venhuijsen,"losrenten kantoor Medemblik: verschijndag 01-10, Herck Fredricksz Venhuijsen, fl 4000 - fl 160; 1644-01-15/02-01: Fredrick Pietersz Venhuijsen fl 2000 - fl 80 en Harck Fredricksz Venhuysen fl 1600 - fl 64; 1645-06-02/06-21: Harck Fredricksz Venhuijsen fl 800 - fl 32 en fl 1800 - fl 72; 1665-09-10/09-25: Fredrich Pietersz Venhuysen fl 1250 - fl 50",Arch. Gecomm Raden Noorderquartier Inv 51,,
1210515,1289-09-24,Venijn,"Florens abt van Egmond verklaart dat de 22 morgen land die Willem Jansz van de abdij in leen houdt, zullen vererven op Siburch en Mabelie, dochters van Willem Jansz, als hij zonder wettige zoon sterft; opschrift akte: ""van Pieter Venijns leengoede. Renovatum est""; later bijgeschreven: ""dit liengoet es verliet Aliden Jansdochter van Oudendyc toet enen rechten lien van den abt heren Jan die Weent"" [leen in Delf- of Schieland]","Reg Rotterdam en Schieland p 37, 38",,
1210516,1297-01,Venijn,"te Poortvliet zijn de volgende personen geld schuldig aan de graaf: Philippus zoon van Henrik Copers, Elboldus zoon van Henricus scultetus, Hugo filius Agathe van Poortvliet, 36 £; - Petrus zoon van Juffredus, Scildemannus, Johannes Venin, Johannes filius Heinonis","Bijdr Hist Gen 1901 p 284, 283",borgen voor Philippus: Johannes de Hekelingen en Johannes Venin [Venijn] ,
1210517,1304~,Venijn,"leen van Putten in Zuidholland/Noordholland: Pieter Venijn 8 gemeten land in Caprixhoec/Caprixhoeve (onder heer Simons haven), of: 8 gemet in Kapershoek (Portugael of Geervliet)","R.G.P. Grote Serie 171 Rek Dom Putten dl II p 265/Ons Voorgeslacht jg 1970 p 63, jg 1979 p 228",,
1210518,1313~,Venijn,leenmannen van de heer van Putten in Noordholland: Pieter Venijn wegens 8 gemeten land bij Caprixhoeve,Reg Rotterdam en Schieland no 4,,
1210519,1355-12-10,Venijn,"Enghebrecht Spikersz heeft van de graaf in leen ontvangen 9 morgen land in Scieveen, in een weer land, geheten ver Alijt Ghibenlant",Reg Rotterdam en Schieland no 721,getuige: oa Jan Venyn,
1210520,1357-01-21,Venijn,"schepenen in Rotterdam oorkonden dat Henric de Vischer schuldig is aan Gherlof Willemsz 20 sc Holl per jaar, als erfpacht op zijn huis en erf gelegen te Rotterdam in de Lombertstrate, belend tussen Jan Venyn en Margriete Hughen Dirricsz [de Coc ?], strekkende van de halve straat tot in de Wateringhe, even ver als de andere huurerven",Reg Rotterdam en Schieland no 747/Nieuw Reg Memorieheren St Laurenskerk Rotterdam fol 29,,
1210521,1378,Venijn,"lenen van de hofstede van Swieten: 2 morgen in Bokelsdijk, Pieter Venijn Jansz van den Oudendijck, na opdracht uit eigen, beleend door Dirk van Swieten; 1427: Andries Pieter Venynsz; 1444: Jan van Oudendijck zoon van Andries Pieter Venijnsz",Reg Rotterdam en Schieland no 1013,,
1210522,1381-02-15,Venijn,"hertog Willem doet uitspraak over de doodslagen te Haarlem: eeuwig verbant worden Dirc Rampenz, die Ketelboeter, en Pieter Venijn, ""die zijn broeder in Symons van Zaenden huys bleef""",Van Mieris III p 367,,
1210523,1382-07-23,Venijn,"schepenen in Rotterdam: Dirc die Wael Jan Venynsz, Voppe Daemsz; 1387-11-20: Jan Venyn Hughe Loefsz, Jacob Jacobsz ","Reg Rotterdam en Schieland no 1050, 1129",,
1210524,1390-02-08,Venijn,Jan de Visscher Heijnricsz en Bertelmeeus Pieter Venynsz verkopen aan Cleyman Jacobsz van den Roester ½ morgen land in Ouderscije in Willem Everaertszate [te lezen: 4 ½ ?] (vgl 1414-02-07),Inv Arch Delftse Statenkloosters p 139 regest 22/St Agathaklooster bij Delft,,
1210525,1391-01-21,Venijn,"Aernt Bertoutsz en enige anderen zijn ""des saterdages op Ponciani"" in den Hage ontboden in verband met de doodslag op Jan Venyn Vischersz",Reg Rotterdam en Schieland no 1191/Reg Memoriale BD fol 15,,1391-01-14<
1210526,1394-01-31,Venijn,"getuigenissen van o.a. Jan die Sticker over de doodslag op Jan Venyn [Visschersz, 1391-01-14<] gepleegd, buiten de stad Delft en t Clooster",Reg Rotterdam en Schieland no 1278/Reg Memoriale BD fol 91v,,
1210527,1395-02-24,Venijn,"heemraden van Schieland: Philips van der Spange, Wouter van Mathenes, Jacob Pieter Venynsz; 1396-08-08: Pieter Hughe Symonsz, Jacob Pieter Venynsz","Reg Rotterdam en Schieland no 1318, 1365",,
1210528,1395-04-26,Venijn,"Jan de Weent, abt van Egmond, verklaart op verzoek van hertog Albrecht en diens zoon de graaf van Oostervant, in leen te hebben gegeven aan Alijt Jansdochter van Oudendyck 22 morgen land op Schieveen in Sestienhoven, door haar vader Jan van Oudendyck van hem en het klooster in leen gehouden, met regeling van erfopvolging",Reg Rotterdam en Schieland no 1325,"getuigen: Odsier Hughe, Bertelmees Pieter Venynsz",
1210529,1395,Venijn,"Nanne Venyn en Aelbrecht Aerntsz op Denijs Everaetsz, van vechten 40 sc; Ghysbrecht Woutersz van vechten op Nanne Venyn","Rek Baljuw van Den Haaf 1395 fol 2/R.G.P. Grote Serie 174 p 36, 37",,
1210530,1401-06-19,Venijn,"Danckert Venijn wordt beleend, na zijn vader Jacob Venijn, met: - 9 morgen te Scoenrelo, belend noord: Pieter Huge Loorsz, zuid: Jan Michielsz, west: Dirc die Visscher, oost: de Scoenreloseweg; - ruim 8 morgen in het ambacht van Coel bij Rotterdam, belend oost: Huge Nevenz, west: Springelantskinderen, noord: de dijk en weg in Coel; - 2 morgen aldaar, belend oost: het gasthuis van Rotterdam, west: heer Jan de Witte, noord: de Kae te Rotterdam, zuid: de Hoelseweg, als onversterfelijk leen iplv recht leen, waarvoor Danckert de graaf 40£ Holl heeft betaald",Reg Rotterdam en Schieland no 1499/Reg Liber V fol 424v,,
1210531,1401-06-19,Venijn,"Danckert Venijn geeft in leen, met toestemming van de hertog, aan zijn broer Jan Venyn, 10 £ per jaar uit zijn goederen",Reg Rotterdam en Schieland no 1500/Reg Liber V fol 424v,,
1210532,1409-08-24,Venijn,"Danckert Venijn Jacobsz heeft op zijn verzoek van ""mijn joncheer"" in leen ontvangen 2 morgen land in Scoenreloe, zoals zijn ouders in leen hadden gehouden",Reg Rotterdam en Schieland no 1764/Reg Manboeck van Putten fol 48,,
1210533,1412-01-24,Venijn,"Gillis vrouwe van Cralingen en van Castrecom verklaart, nadat Jan Scout van der Laen haar had opgedragen 3 morgen land en een half huis, gelegen in Maeslant, en door Willem van der Laen tevoren aan haar vader Odsier opgedragen, dit land in leen te hebben gegeven aan Claes Venijn Pietersz","Reg Rotterdam en Schieland no 1842/Reg Lenen van Honingen fol 201v, 202v",,
1210534,1413,Venijn,"Catherijn Bertelmeus Pieter Venynszsdochter met haar man Philips de Blote Oudsiersz, dragen op aan Reynolt van Brederode, het leengoed haar aanbestorven van haar broer: 10 morgen land in het ambacht er Ouderschie, van de Blijdorpse wetering tot aan het land van Jan Colynsz, belend west: de H Geest ter Ouderschie, Pieter Venijn en Jan Colynsz, oost: het Godshuis van Schiedam, beleend word Engelram, zoon van Lysbet de oudste dochter van Catharine, met lijftocht voor Catharine; daar Engelram minderjarig is, doet Philips die Bloet hulde",Reg Rotterdam en Schieland no 1895/Oudste Reg Lenen Brederode fol 31v,,
1210535,1417-05-27,Venijn,"schepenen in Rotterdam: Claes van Delf, schout, Gheryt van Scye, Jan Arentsz, Jan Jansz van Oudendijc, Spiker [Arnout Spiker ?] Jan Venynsz",Reg Rotterdam en Schieland no 1969,,
1210536,1420-12-25,Venijn,"Johannes schrijft aan de aartsdiaken te Utrecht dat hij de helft van de parochiekerk te Wissenkercke, vacant door het overlijden van heer Jacobus Venijn, heeft gegeven aan heer Rogerus Johannis, met verzoek om hem daarin te bevestigen",Reg Rotterdam en Schieland no 2054,,
1210537,1420-12-31,Venijn,"hertog Jan geeft als recht leen aan Dankert Venijn: 9 morgen land in het ambacht van Schoinreloe, belend oost: de Schoinreloeseweg, - 8 morgen in het ambacht van Coell bij Rotterdam, in twee gedeelten en - 2 morgen, belend oost: het gasthuis van Rotterdam",Reg Rotterdam en Schieland no 2072/Reg in Beyeren IX fol 208v,,
