id,datum,naam,inhoud,bron,getuigen,bijzonderheden
1030956,1470,"Kyfhoek, van~","Zuid-Holland: Florijs Segersz, Jehan d'Egmonde 100 sc; Dirc van Liesveld, Jehan van Nes 21 £; Jan Claesz, Vrederic van der Zevender 7 £ ",R.A.H. Coll Aanw 147,,
1030957,1471-10-01 -1472-09-30,"Kyfhoek, van~","""van den gronde van den olijmoelen tot Gorinchem, die Zeger Laurensz in erfpacht houdt om ½ vat oly, facit 3 £""",Rek Rentmeester Land van Arkel no 2207 fol 2,,
1030958,"1472, 1474","Kyfhoek, van","aangebrachte lenen: jvr Alijd van Kyfhoeck Florijsdochter houdt: 1) Hendrik Idenambacht en Scildemanskinderenambacht met 2 morgen den Oirt, 9 morgen de Steenplaats (leen Arkel); 2) (Montfoort) 6 morgen in Henric Ydenambacht; 3) 8 morgen te Nierkerck (Meerkerk) in het land van Vianen; 4) van de grafelijkheid 5 morgen in Langerak; 5) van Vianen ⅔ deel van een blocktiende in Boeijcoop; 6) van de heerlijkheid van de Merwede: het halve ambacht van Kyfhoek; 7) halve ambachtsheerlijkheden van Brantwijk, Leckerland, Streveland en Gybeland etc; 8) ½ schoutambachten van STrevelant en Brandwyk; ½ tiende van het land van der Lecke; 10) ½ schoutambacht van Leckerland; 11) idem van Bleskensgrave; 12) ½ visscherij in Strevelant; 13) die visscherij int Waterscip; 14) dat veer in Leckerlant ende tot Ammers; 15) die smaltiende in Leckerlant; 16) die smaltiende in Bleskynsgrave; 17) die lanthure, samen 72£ 9sc, hier of getogen van dycken 39£ 3sc; van den grave van Nassau: 18) een smaltiende in Gybelant, 19)een tiende in Raamsdoncq, daar in 40 jaar geen penning van gekomen is; 20) van de grafelijkheid: de heerlijkheden van Oude en Nieuwe Goudriaen; 21) van Arkel: 11 morgen in Oude Goudriaan; 22) de hofstede van Noirdelose, 12 morgen in Oude Goudriaen geheten die Vrij hoeve; 23) van Aernt die Juede heer van Hardingsvelt een weert; 24) Montfoort: 5 ½  morgen in het Nyelant in Arkel. Op fol 106: jvr Alyt van Jyfhoek een smaltiende in Gybelant en een tiende in Raemsdonc","R.A.H. Coll Aanw 148 fol 330-333, fol 106",,
1030959,1473-02-05 (1472),"Kyfhoek, van","jvr Aleid van Kyfhoek wordt na de dood van haar vader Floris van Kyfhoek Florisz beleend met al haar lenen, hulde doet Aernt van Loon, haar gecoren voogd: 1) ½ ambachtsheerlijkheden Leckerlant, Strevelant, Brandwijk, Gybeland en Bleskensgraaf; 2) 1/8 van Zwindrecht, Henrick Yenambacht en Scildmanskinderenambacht; 3) hofstede Henric Ye; 4) 2 morgen den oirt; 5) 9 morgen de Steenplaats; 6) hofstede Wittesteijn; 7) 5 morgen in Crimpenenerwaard in het gerecht van Langerak; 8) Oude Goudriaan; 9) 4 morgen op Goudriaan; 10) 3 morgen op Oude Goudriaen; 1473-07-28: en de heerlijkheid van Nieuwe Goudriaan, eveneens van haar vader","R.A.H. Coll Aanw 104 Z.H fol 39v, 60",,
1030960,1476-04-11,"Kyfhoek, van","Adam van Nispen drossaard van land van Breda  x 1) Johanna van Vladeracke 2) Johanna van Kyfhoek, stierf 1476-04-11, begraven te Breda, dochter van Floris van Kyfhoek en Aleid van de Werve","Taxandria jg 31 p 286, jg 50 p 282, 284, 292; Balen: Dordrecht p 1158; Gedenkw Kerken NBr I p 121; Batavia Illustrata p 1025; Kroniek van Papendrecht Analecta Belgica III p 358",,
1030961,1474-05-01,"Kyfhoek, van","Zeger van Kyfhoek, priester, Willem van Uytwyck, pastoor in Hendrik Yden ambacht, Adam van Nispen, voogden van Alida van Kyfhoek, hebben een vicarie gesticht in de St Anthoniskerk van Hendrik Yden ambacht, voor Floris van Kyfhoeck, waarvoor renten uit haar beleningen gebruikt worden",Batavia Illustrata p 997,,
1030962,1478-05-03,"Kyfhoek, van","Aleid van Kyfhoek, enige dochter van Floris wordt beleend met 9 morgen geheten den Groene Wout in Nye Goudriaen, belend oost: het gasthuis van Schoonhoven, west: Jan Dirksz; 1478-12-05: belening d.a.v;  1478-11-18:   13 morgen op Noordeloos na opdracht van jvr Kerstyne Henrick Claesdochter; Gherijt van Poelgeest doet hulde","R.A.H. Coll Aanw 106 Arkel fol 5v, 6, en fol 4",,
1030963,1483-01-31 (1484),"Kyfhoek, van",Claes van Assendelft maakt een lijftocht voor zijn vrouw Alijt van Kijfhoek: de helft van zijn lenen,R.A.H. 109 N.H fol 23/Nibbelink no 170,,
1030964,1483-09-04,"Kyfhoek, van","jonge Jan Oom van Wyngaarden Godschalksz heeft opgedragen tbv Claes van Assendelft Gerytsz de helft van de ambachtsheerlijkheden van Strevelant, Leckerlant, Brandwijk, Ghijbelant, Blaskinsgrave etc, waarvan Floris van Kyfhoeck de andere helft bezat; 1484-01-31 (1483): de hertogen confirmeren deze brief",R.A.H. Coll Aanw 109 Z.H fol 1/Reg Max. Philips fol 1,,
1030965,1485,"Kyfhoek, van","Aleid van Kijfhoek, 15 jaar, dochter van Floris en jvr Gillis van der Lecke x Nicolaes van Assendelft, i.pl.v zijn oudere broer Johan  ",Ned Kasteelen III p 133,,
1030966,1485-11-12,"Kyfhoek, van","jvr Gillis van der Lecke gehuwd met Jan van Naaldwijk draagt op tbv Aleid van Kyfhoeck, haar enige dochter en vrouw van Claes van Assendelft, alle goeden en renten van Castricum en het huijs van Hairlem, gelegen te Heemskerk  ","Cartul Assumburg Arch Marquette 1106, no 194 of 94",,
1030967,1491-03-08,"Kyfhoek, van","Willem van Hoichtwoude heeft opgedragen tbv zijn broer Geryt, o.a. - 6 morgen tot Oesterwijck in die Smaelstrijpen, die met Florijs van Kyfhoecks zijns oudevaders erfgenamen en met Teylingen onderdeeld zijn; -2 hoeven in Evert die Kueytersland; - een eyndeken woerts in de Merwede boven Scalluynresloot",R.A.H. Coll Aanw 109 NH fol 189/ Coll Aanw 108 Vriesland fol 22,,
1030968,1500-1521,"Kyfhoek, van","van de inkomsten van de lenen: Florijs van Kijfhoeck houdt van de graaf in leen de ambachtsheerlijkheid van der Ouder Schije, per jaar 10 £; van de heer van Wassenaer de coren en smaltiende van de Hoogenban. Overgebracht deze voors. 5 percelen 26 Oct. anno 21",R.A.H. Coll Aanw 152  fol 192v,,
1030969,1502,"Kyfhoek, van","tafel van alle lenen Zuidholland: Herberen van Cuijl: een recht derdendeel van de ambachte van Kyfhouck in het ambacht van Swyndrecht, verlyt 1493-12-11; sedert verlijt Floris van Cuyl Herberensz",R.A.H. Coll Aanw 143 fol 145v/Libro Finis M.P. Caput Arckel fol 11/Reg Castellae fol 27; Kroniek Hist Gen jg 1910 p 429,,
1030970,1503-10-06,"Kyfhoek, van","Alyt van Kyfhoek, weduwe van Claes van Assendelft, bevestigt de privileges door haar grootvader Floris van Kyfhoek en haar vader aan Goudriaen gegeven",Arch Goudriaen Inv no 69 regest 4/Versl Rijks Oude Arch 1917 dl I p 490,,
1030971,1515-1553,"Kyfhoek, van","heer Floris van Kyfhouck, heemraad van Schieland",Batavia Illustrata bl 1510,,
1030972,1530-07-13,"Kyfhoek, van","in de kapel van Assendelf  t te 's Gravenhage: ""hier leggen begraven die Eedele ende Welgebore Heere ende Vrouw Heer Nicolaes heer van Assendelft"" sterft  1501-09-04, en vrouwe Alijdt van Kyfhouck, sterft 1530-07-13",Gedenkw Kerken ZH II A p 34,,
1030973,1532-06-21,"Kyfhoek, van","Hendrik graaf van Nassau heer van Breda geeft aan Dirck van Assendelft heer tot Besoyen een tiende gelegen tot Raemsdonck, na dode van zijn moeder vrouwe Alyt van Kyfhoeck",Taxandria jg 11 p 34,,
1030974,1535,"Kyfhoek, van","stierf Wolfart van Vollenhoven, zoon Lubbert van Vollenhoven x Anna (Ada) van Kyfhouck",Vorsterman van Oyen III p 291,,
1030975,1551-10-23,"Kyfhoek, van","jvr Alijd van Kyfhoek, wordt bij overgifte van haar moeder Gillis van der Lecke,  beleend met de Hofstede van Haarlem, daar dat slot op gestaan heeft, gelegen tot Eemskerk",Batavia Illustrata bl 1246,,
1030976,,"Kyfhoek, van","genoemd:  grafschriften uit kerken te Utrecht:  1638-12-1,  jvr Anna Catharina van Harteveld, met kwartier 8 Kyfhoek; 1658-12-12  St Janskerk Utrecht: Elisabeth dochter van Joan de Gryze, met kwartier Spick van Kyfhoeck; Johan van Dronmgelen, landcommandeur van de Duitse Orde, 23 jaar lang. ""Dit sijn diegene die tot Jans cledinge van Drongelen souden wesen, als daer hi maech toe is: o.a. Floris van Kyfhoek""","Wapenheraut jg 1905 p 71, 73; Navorscher jg 1866 p 149; Arch Duitsche Orde dl I p 261; Batavia Illustrata bl 747, 748, 751, 752",,
1030977,1407-09-26,"Claer, die","hertog Willem vergeeft hun breuken aan hen die door heer Gerrit van Heemskerk als baljuw van Amstelland en Waterland verbannen waren, o.a. Geriit die Claer, Jacob Alidenz, Heyn Goodscalc Jan Goodscalcsz",Rechtspr Graaf van Holland I p 198,,
1030978,1346-06-01,Clabboij,"Clemens Clabboyen met haar kinderen en Arnt Trudens als belending van 3 ½ morgen leenland van Ghisebrecht Scoutens, in het ambacht van de Nuwenvene (NH)",Bijdr Hist Gen 1901 bl 148/Reg EL 5 fol 19r,,
1030979,1550~,Claisson,genoemd: Nicasius Claisson x Anna van der Goes,Batavia Illustrata bl 968,,
1030980,1410,Clamp,schepen van Sluis: Wouter Clamp ,De Raadt II p 215,,
1030981,1601-07-10,Clant,"huwelijksvoorwaarden van Willem van Matenesse en Maria Manninga, dochter van wijlen Luyert Manninga en Emerentiana Sonoy",Berigten Hist Gen III p 121,"huwelijksvrienden: Johan van Matenesse, Adriaan van Matenesse; Dominicus Botnya en Eilio Clandt",
1030982,1633-08-27,Clant,"Maria Manninga, weduwe van Willem van Matenes; haar broer is Hayo Unico Manninga te Dyxterhuis. Haar overleden zuster Josina Manninga heeft kinderen nagelaten bij wijlen Osebrante Clante. Zij hebben een proces met Ulrich graaf van Oostvriesland, dat al onder diens vader graaf Enno begonnen is",Ned Leeuw jg 1913 p 133/Notaris Paets Leiden reg 193,,
1030983,1659-02-25,Clant,"huwelijksvoorwaarden van Willem van Matenesse heer van Rascart  en Margaretha Valkenaar, vrouwe van Lisse",Berigten Hist Gen III p 126,"huwelijksvrienden: Luyert Manninga, heer van Dyksterhuis, Petersboeren, Weershoussen, Luyert Clant, heer van Menkema, Uithuizen, Miedem enz, Gysbrecht heer van Matenesse, neven; Hendrik Valkenaar  en Florentina van Matenesse, ouders, Herman van Gelder, heer van der Wel, neef",
1030984,1159-07-03,Claptant,"Godfried, bisschop van Utrecht, vergunt op verzoek van Robert, abt van Marienweerd, aan de eigenaars van het land Thurslac, een wetering door hun land te graven. In lijst van getuigen: Galterus de Aa,  Wouter van der Aa, Helyas filius eius",Oorkondenboek Sticht Utrecht no 427,"Galterus de Stapelo, Otto de Malberghen, Wilhelmus Luscus, Gerardus scultetus, Albero frater eius, Galterus de Aa, Helyas filius eius, Gislerbertus stabularius, Wilhelmus de Tillo, Arnoldus Ramp, Zegherus frater eius, Lubertus de Thriberghen, Weremboldus de Wercunde, Gerardus Claptant, Warnerus frater eius",
1030985,1346-12-05,"Clarenburg, van","leen van Amstel: no 105) 5 morgen land in Jutphaas, belend de Rijndijk en Herman van Lokhorst; 1346-12-05: Herman van Lokhorst; 1392-04-05: Elsebe dochter van Hugo van Loenersloot na overdracht door Gysbert Hasebosch;  1396-01-02: Elsbeen krijgt het van Jan van Clarenburg  ten eigen",Ons Voorgeslacht 09-1988 p 398,,
1030986,1393-04-22,"Clarenburg, van","leen van Amstel: no 107) tiende uit 400 morgen te Muden in Loenen (1635 Amynden geheten, tussen Vecht en Aa, 1390: Angstel, 1393 naast Evenaarsweg) Jan van Clarenburg, burger te Utrecht voor zijn vrouw Gerrit van der Aa; 1439-03-25: Jan van Clarenburg na dode van zijn moeder Gerrit van der Aa; 1453-09-29: Janna, onmondige dochter van Jan van Clarenburg, na dode van haar vader; 1453-10-01: Hendrik van der Aa voor Elisabeth  van Clarenburg weduwe van Jan van der Meer, na dode van haar broer Jan; 1473-07-14: Elisabeth van der Meer bij dode van haar nicht Janna van Clarenburg, te komen op Jutte haar jongere dochter; 1478-12-10: Gerrit van der Aa na overdracht door Elisabeth van der Meer ",Ons Voorgeslacht 09-1988 p399,,
1030987,1398,"Clarenburg, van",Alaert van Buren pacht goederen te Buren van het klooster van Oostbroek,Codex Dipl Neerl serie 2 dl 4 afd 2 p 59,"borgen: Aernt van Tricht, proost van St Jan, Johan van Claerenborch, Willaem over die Vecht",
1030988,1410~,"Clarenburg, van","leenregister Culemborg: - Herman van den Rijn Evertsz 1 viertel land tot Jutfaes in die oude hofstad daar Heinric van den Rijn op  woonde, belend boven: Heinric van den Rijn met een viertel geheten Borchviertel, beneden: Jacob van Clarenborch met een viertel",Leenregister Culemborg fol 49v,,
1030989,1405,"Clarenburg, van",onder de edelen uit Utrecht aanwezig bij de belegering van Hagestein en Everstein: Jacob van Clarenburg,Batavia Illustrata bl 746,,
1030990,,Claris,"genoemd: Claris graaf van Clermont, te Brussel; Maria Claris x Johan Petrus Helman",Batavia Illustrata bl 1172,,
1030991,1291-03-17 (1290),Clawarde,"graaf Floris V verzoekt de poorters van Dordrecht om een rentebrief van 400 £ die hij schuldig is aan Gielis Clauwarde en Barde, poorters te Brugge, te willen bezegelen, waarvoor hij hen schadeloos zal houden",De Fremery no 263,,
1030992,1295-05-19,Clawarde,"graaf Floris belooft die van Dordrecht schadeloos te houden van de brief die zij met hem hadden bezegeld ter zake van de tol van Dordrecht die hij aan Gielis Clawarde, poorter van Brugge, verkocht had",v.d. Bergh II no 909,,
1030993,1295-06-14,Clawarde,graaf Floris belooft aan die van Dordrecht een schadeloostelling voor 4000 £ waar voor zij borgen gebleven waren voor heer Lambrecht de Vriese jegens Pieter van der Spoye aan den Damme en heer Gillis Clawarde te Brugge,v.d. Bergh II no 910/Arch Dordrecht I p 70,,
1030994,1296-11-22 ,Clawarde,"die van Dordrecht erkennen 141 £ schuldig te zijn aan Jan den Snider, als borg voor Gielis Clawerde en Lambrecht de Vriese",v.d. Bergh II no 968,,
1030995,1330,Clawarde,ontvangen  en ingenomen van de bede in Zuidholland: in Berendrecht heer Jans ambacht 10 £ 10 sc; Berendrecht: Clawaerds ambacht 7 £  ,Rek Hen Huis I p  127,,
1030996,1361-07-26,Claward,"de abt van St Paulus te Utrecht beleent heer Jan van Rosendael, ridder, met de tienden in Oost-Barendrecht, welk ambacht aan de heer van Wassenaer toebehoort, in West-Barendrecht ook genoemd Clawaerts ambacht van den Poel, en in heer Daniels ambacht van der Merwede dat men noemt Carnesse","Versl Rijks Oude Arch 1923 I p 295 reg 20/Arch Heerlijkheid Oost Barendrecht Inv 112, fol 21",,
1030997,1410~,Clawe,"leenregister Culemborg: - Alyt Flips bastaarddochter van Kulenborg vrouw van Peter Clawen de  helft van 2 morgen 5 ½ hont en 16 roeden land in Malsenrevelt; - Peter Clawe [er heeft eerst een andere naam gestaan waarvan nog te lezen is: spapenzone] de andere helft van dit leen; - Johan Arntsz 3 morgen in Malsenrevelt in de 11 morgen, belend boven: Peter Klawe met leen van Culemborg, beneden: de heer van Bueren; 1419: dit leen gaat over op Sweder van Duedenberch Jansz van Duedenberch","Leenregister Culemborg fol 39v, 69",,
1030998,1473~,Clauwert,"Johan Clauwert, abt van St Paulus te Utrecht, Willem de Vosse, Willem van Lokhorst treden op als zegslieden voor Gerrit van Rijn, man van Johanna van Nyenrode in zijn geschil met haar broer Gysbert van Nyenrode heer van Zuylen",Berigten Hist gen IV p 107/Arch Nyenrode,,
1030999,1738-1786,Klaver,"vroedschap, schepen Alkmaar: Arend Klaver en Adriaan Klaver","Bruinvis: Alkmaar no 402, 448  p 27",,
1031000,1285-01-05,"Clee, van","schout en schepenen in Naldwic in officio Florentii de Wort: Heynemannus, Piet… Borghardus, Theodericus Haasart, Johannes Oude … , Wilhelmus filius Johannis Bolle, Nicholaus Flex…, Nicholaus de Clee",De Fremery no 229,,
1031001,1293-07-20,Cleffas,"Marcelis van Tuyl, ridder, verruilt met Marienweerd enig goed onder Enspijk:  - 14 mensuras vocantur hond in Cortlant; - een halve juger in Jansberch, voor land geheten Dorgaende, gelegen in Boninchoven, belend:  Gerardus Zassen et vicum, en Johannes dictus Cleffas ",Cartul Marienweerd no 102,"schepenen in Bomel: Petrus Bart, Henricus de Werve, Henricus Moliaert",
1031002,1437-12-11,Cleij,"leen van Amstel:  no 10) zate van 24 morgen in het kerspel van Loenen aan de Vecht, belend noord: Claes Kerstkin, Dirc Bermsz en Claas Willem Cleijenz, west: de Anster",Ons Voorgeslacht 09-1988 p 358,,
1031003,1479-09-05,"Cleyburg, van","Heyndijk, het Wintgat en Olaertsduinen [in het land van Oostvoorne] door de hertog en vrouwe Maria uitgegeven om te bedijken aan Cornelis Gillisz van Cleyburg gegeven in erfpacht","Van Mieris Vervolg p 175, 176",,
1031004,1537,"Cleyburg, van",genoemd: Cornelis van Cleiburg en zijn dochter Margaretha gestorven 1537 x Boudewijn van Drenkwaart,Batavia Illustrata bl 938,,
1031005,1287-07-05,Cleyman,"Willem Cleymansz houdt van graaf Floris V Coyaertshofstede in het Seghambacht, waar hij en zijn erven eeuwig op mogen wonen",v.d. Bergh II no 614,,
1031006,1367,Cleyman,"eigenares van een graf in de Oude Kerk Delft: Aleid Cleymansdochter, Hughe Groten moeder",Ned Leeuw jg 1925 p 163,,
1031007,1468,Cleynael,"Godefridus Cleynael, échevin de Bois-le-Duc, met zegel; 1467: gehermelijnd en schildhoofd met 3 vogels",De Raadt II p 217; Navorscher 1890 p 523,,
1031008,1628-10-02,Clenck,"insinuatie namens George Everhard Clenck aan Marcus, Jan en Daniel de Vogelaer; 1628-10-20: hij verzoekt overlegging van de boeken van genoemde personen, hetgeen zij toestaan op voorwaarde dat het gelegde beslag opgeheven wordt","Not Arch Amsterdam 397 fol 497, 587, 590, 632, 640, no 398 fol 44 notaris Nic. Jacobs",,
1031009,,"Clencke, Clincke","genoemd: diverse leden van de familie Clencke/Clincke/Clencken/Kleynken (van, von) ","Wapenheraut jg I p 68, 67, 24, 168, 169, 144, 192",,
1031010,1371-09-26,Klencker,stierf Gerard Klencker die 5 £ besproken heeft in het jaar 1371,Kroniek Egmond p 274/Dagregister,,
1031011,1304-06-24,Clenkijn,Ghisebrecht heer van Yselsteyn en zijn drie zoons houden goederen van het kapittel van St Marie in leen,Van Mieris II p 41,"zijn vrouw Berte van Yselsteyn, Claes de Weldighe, Martyn Dircz , Arnoud de Langhe, Coenraed Buse, jonge Pieter en Coenraet Clenkynskinder, knapen",
1031012,1281~,Clerc,"Dirc Clerck, van Haarlem, beleend met: 1) hofstede bij Zande ['s Gravenzande] (hoeve genaamd Syvertshoeve, in 1345: de hoeve van Berkenrode) zoals Dirc Boudynsz, als pachter vermeld; 2) een schapenweide bij Poeldunen; 1294-06-24: overdracht door Jan Dirc Clercsz aan Jan ver Aleidenz bevestigd door schepenen van Haarlem; verder: - mansionem suam in Harlem; - terram, decimas, te Blomendale apud Valkenborg, 5 £; 1305-05-17: Arnout van Berkenrode, zoon van Jan ver Aleidenz, met alle volgende beleningen","Ons Voorgeslacht 07/08-1983 p 275, 277; De Fremery no 228",,
1031013,1284-05-13,"Clerc, de","ontvangsten: - van Jan den clerke die hi wederbrochte van Michiele baetselere 7 £ 11 sc 8d; - van Janne Malegijse die hij leende van de stad 5 £; - van Jan Rembrechtsz 2 £ 15sc; - van Martine heer Martinsz 8 sc; - van Bertelmeus de lombarde tbv Pieter Tielemansz, 8 £  die hij schuldig was aan de stad; - van de wijn: Pieter Tielemansz, Tieleman Heinric Vriesenz samen te betalen 57£ ","Oudste Stadsrekeningen Dordrecht p 1, 2",,
1031014,1314-07-04,"Clerc, de","schepenen van Heusden verklaren dat Jan die Clerc aan Arnoud van Heseben, ridder, 2 ½ morgen land en een hofstad, waar Jan voors op woont, geeft; verder genoemd: de vijf morgen die Wouter Willemsz van Windelsnesse [Wendelnesse] gekocht had van Janne",Codex Dipl Neerl serie 2 dl 2 p 168/Arch Buren,schepenen van Heusden: Diedric Camere en Jan Merselisz van Hemert ,
1031015,1316-03-25,"Clerc, de","zie Willem van Brawode, die men hiet van Engeland",Van Mieris II p 170,,
1031016,1316,"Clerc, de","ontvangsten van landhuur van den Haghe ambacht, up die Gheest: - Michiel die clerk 8 d",Rek Hen Huis I p 25,,
1031017,1333-10-21,"Clerc, de","grafelijk leen in Rijnland: no 210/93) 9 morgen in Lisserbroec, genaamd Kevelandsweer, Willem de Clerc, houtvester, die beleend was na de dood van jvr Willem van Teylingen ten eigen, in ruil voor leen no 93); 1347-07-05: Willem die Clerc van Hillegom, met de huizinge die hij timmerde, krijgt ten eigen omdat het verbrandde, in ruil voor no 102)",Ons Voorgeslacht 09-1987 p 375 en 07-1988 p 338,,
1031018,1338,"Clerc, de",""" Willaem Corthals, die heer Symon van Benthem geset hadde dat wilde vije te verwaren, die Deric van de Heve Willaems Clercssoen den voete oploed.. te helpen tote sinen cost""",Rek Houtvester dl VII p 119,,
1031019,1334,"Clerc, de","renten in Noordholland: lammer- en smaltiende van Rijnland, in Nuwencoep:  de smaltiende van Jan van Berghen, kocht Johannes die Clerc voor 27 sc",Rek Hen Huis p 170,borg: Willem Hughez,
1031020,1335-04-28,"Clerc, de","""Willaem die Clerc, onse houtvester van Hairlem, ons gegeven  heeft bi Jans hant van Kuirgies, ons Clerex, dier ons of rekenen zal 100 £ Holl""",Van Mieris II p 571,,
1031021,"1335, 1336-03-23","Clerc, de","graaf Willem oorkondt dat Answart de viscoper en zijn broer Jan de Clerc hem hebben opgedragen het huis dat zij hebben staan op 's graven sluyse, tussen Hughe Allertsz en Marten ver Kizenzs huis, en geeft het hun weer in leen",Bijdr Hist Gen jg 1901 p 138/Reg EL 5 fol 8v,,
1031022,1345-05-30,"Clerc, de","graaf Willem scheldt aan Diderik van der Heve Willem Clercsz een rente kwijt op een huis, hofstede en 2 morgen land in het oosteinde van Hillegom, tegen vestiging van een gelijke rente op de Bloemencamp, die 2 ½ morgen groot is",Reg Hann p 299/Reg EL 32 fol 35v,,
1031023,1346,"Clerc, de","lenen in Rijnland: - Diedolf Claysz 8 morgen land, belend noord: Jan die Clerc, zuid:  Jan die Rem; - Jan die Teye 6 morgen op het einde van de Nuwenveen op de Gheer, belend noord: Clays Willen, zuid: zijn zuster Trude",Bijdr Hist Gen jg 1901 p 235,,
1031024,1347-11-05,"Clerc, de","grafelijk leen in Rijnland: no 102) 5 morgen in Vennep achter het huis van Dirc van Langeveld in Hillegom in Elsbroec: Willem de Clerc van Hillegom, gehuwd met Catharina, bij opdracht uit eigen, in ruil voor no 93, te komen op Margaretha, hun dochter, gehuwd met Dirc van Langevelt (zie 1333)","Ons Voorgeslacht 09-1987 p 375, 556",,
1031025,1349-10-25,"Clerc, de","grafelijk leen in Rijnland:  no 99) ⅓ van 1 morgen land in Hillegom voor het huis waar hij in woont, naar de wildernis van Kennemerland, belend zuid: Willem de Clerc; 1349-10-25: Gerrit de bastaard van Heemskerk; 1390: Gerrit Gerrit bastaardszoon met de ledige hand; 1402-06-06: Gerrit Gerrit Lisenz, zoals zijn vader Gerrit Lisenz","Ons Voorgeslacht 09-1987 p 375, 556",,
1031026,1352-11-08,"Clerc, de",Dirc de Clerck (ook Dirc van Leyden) rentmeester van de abdij Egmond in Rijnland ± 1351/1352,Inv Arch Abdij Egmond no 781,,
1031027,1377,"Clerc, de","Jan die Clerc, échevin de la Haye, sceau: une fleur de lis",De Raadt II p 218,,
1031028,1403-10-25,"Clerc, de","grafelijk leen in Rijnland:  no 207) een stuk geestland genaamd Berkhout in Lisse, met konijnen en wild daarin, verpacht door de rentmeester, belend noord: Jan Arnoutsz, oost: het dorp Lisse; zuid: OLVr broeders te Haarlem; west: Symon Arnoutsz en Gysbert van Noordwyc; 1403-10-25: Jan Dircsz, clerc van de leenheer; 1424-11-01: Jan van Sparenwou Claesz",Ons Voorgeslacht 07/08-1988 p 337,,
1031029,1406-06-18>,"Clerc, de","lijst van personen die het zoengeld voor de doodslag binnen Haarlem op Jan van Sevenbergen moeten betalen: o.a. Willem Symonsz die Clerc, Jan Dircsz sprofests clerck; 1407-02-11: hertog Willem geeft vrijgeleide aan: Symon Hagen Claesz, Willem Symonsz clerc, Willem Hagen Simonsz, Dirc Symonsz van Zaenden, bastaard",Rechtspraak Graaf van Holland,,
1031030,1575-1608,"Clerc, de",schepen van Hoorn: Mattheus Mattheusz de Klerk ,Velius: Chronyk Hoorn p 23,,
1031031,,Clerq,"genoemd: Nicolaas Clerq en zijn dochter Elisabeth Clerq, gestorven 1582 x Johan van Drenkwaart",Batavia Illustrata bl 939,,
1031032,,"Cleve, van",het geslacht van Cleve(s),Miraeus: Opera Dipl I p 407;Teschenmacher Anales Cliviae p 260; Batavia Illustrata bl 1190,,
1031033,1122-06-02,"Cleve, van","keizer Hendrik V bevestigt de voorrechten voor Utrecht en Muiden, door bisschop Godebald gegeven",v.d. Bergh I no 111,"getuigen: Fredericus de Arensberg, Arnoldus  de Cleve, Arnoldus en Rucherus de Rossem, Giselbertus, Galo scultetus; inwoners van Muiden: Giselbertus eodem tempore villicus factus, Waldo, Sigebaldus, Hermannus, Wiltetus",
1031034,1134-08-03,"Cleve, van","Andreas, bisschop van Utrecht, schenkt aan de abdij Marienweerd decimam universam majorem et minutam nove terre quadraginta V mansorum in Thillo, donavi, quos emerant Hardbertus, majoris ecclesie prepostus, Arnolfus castellanus, Alferus Scultetus, Hugo et Isbrandus; schenking van Folcoldus en zijn vrouw Bescela: ipsam Bernam, Masemunde, Erthepe [Erp] in Tesandria, Altfurse [Appelthern] en Merseberch (voor de stichting van de abdij Bern); 1138-04-09: Arnoldus comes de Clivia, getuige te Keulen",De Fremery no 5/Cartul Marienweerd no 2,"getuigen: liberi homines: Arnoldus juvenis comes de Cleve, Gerungo de Aspre, Wilhelmus zoon van comitis Wilhelmi; ministeriales: Eremboldo, Rotherico, Gisalberto, Alfardo sculteto, Arnoldo castellano",
1031035,1140/1160~,"Cleve, van","de heren van Culenburg afkomstig van de vorsten van Cleef. Anth Hovaens, Rudolph van Bosingen uit de graven van Teisterbant afkomstig",Batavia Illustrata  bl 1195,,
1031036,1255-12-14,"Cleve, van",Gerlacus zoon van Henricus van Isenburg gehuwd met Elisabeth dochter van wijlen Dirk graaf van Cleve verklaren met hun erfdeel dat door graaf Dirck van Kleve en zijn zoons is vastgesteld tevreden te zijn en geen aanspraak te maken op comitatus et domionum van Cleve,Ned Leeuw jg 1938 p 32/Lacomblet II no 422,,
1031037,1257-05-20,"Cleve, van","graaf Dietich von Cleve oorkondt dat hij met consent van zijn oudste zoon Dietrich en zijn zoon Dietrich genaamd Luf, graaf van Saarbrucken aan Aleidis vrouw van zijn oudste zoon als huwelijks gave een rente van 600 Mark gegeven heeft: 1) 300 mark uit de tol te Nymegen 2) 150 mark uit het Holz en Bedegeld van de vier curtes Birten, Vinen, Kalkar en Till; 3) 50 Mark uit zijn inkomsten Orsoye, Eversael, Baerl en Binsheim etc; 4) 100 Mark uit Tomberg (castrum Thoneberg)",Cleve Mark Urkunden 1223-1368 no 10 p 8/Ned Leeuw jg 1938 p 32/ Ilgen: Quellen etc Herzogtum Cleve II 1 no 12,"bezegeld door : koning Richard, aartsbisschop van Keulen, de Edelherrn: Johan van Heusden, Koenraad van Mulenard, Bertolt van Oye, Gerhard van Batenburg en de ridders: Heinrich van Smithaar, Stephan van Sulen",
