id,datum,naam,inhoud,bron,getuigen,bijzonderheden
1040181,1427-07-17,"Dalem, van","Roelof en Jan van Dongen en Wouter van Wisschel oorkonden dat Jan Cuckelbergh, cureit, beloofd heeft dat hij de kerk van Dongen houden zal op de voorwaarden waarop Willem van Dalem heer van Dongen hem die gegeven heeft en haar zal teruggeven wanneer deze er schade bij lijdt",Arch Nassau Domeinraad regest 1233,,
1040182,1428,"Dalem, van","Roelof van Dalem zoon van de heer van Dongen, voor de geestelijke stand bestemd, kreeg in 1406 de tonsuur doch deed in 1428 huwelijksbeloften aan Jutta van Dyemerbroeck uit Vloten; 1428-09-18: de officiaal van Luik wettigt het huwelijk van Jutta met Rodolphus, en het moet binnen 14 dagen kerkelijk voltrokken worden","Arch Nassau Domeinraad fol 431v en 444v/Nieuw Biogr Woordenboek VIII p 359, Arch Nassau Domeinraad regest 1241",,
1040183,1428~,"Dalem, van","de heren van Vosmaer: - 1/24 deel van de heerlijkheid Vosmaer, Hugo de Dalem resignavit et Cornelis ejus filius relevavit a ducissa, (ut patet libro IX no 142.); - 1/12 deel (quaere anno 16 libro III no 32 in Zeelant) Laurentius van Overvest obiit et Johannes Witte relevavit, (ut patet libro IX no 102) 1/4 deel daerof, facit 1/48 deel. Johannes Witte resignavit et Henricus de Groesbeke relevavit, (ut patet in libro IX fol 148); - hierof heeft Simon Dammas ontfangen een drie deel van het 1/12 e deel, te weten 1/16 deel, ende heeft die helft daerof overgegeven ad usum Ade Bertolomei,(ut patet libro IX no 171); Symon Thoma resignavit partem suum ad usum Margaretae filia (er staat filius) Symonis de Dalem, matris suae, qui relevavit, (Reg Alpha fol 1, 1441-04-08 (1440); - Adam Bartholomeusz heeft ook een deel van Vosmaer (275)",R.A.H. Coll Aanw 99 Zeeland fol 12v en 13,,
1040184,1428~,"Dalem, van","heer Jan van Daelhem: ""2 £ goets gelts sjaers uytter tollen van Nyemantsvriend. Item een tiende op Gravelant, daer Heijnrick van der Made dat wederdeel of heeft""",R.A.H. Coll Aanw 98 Z.H. fol 13,,
1040185,1428~,"Dalem, van",heer Jan van Daelhem beleend met het goed door hem tevoren van heer Otto van Arkel gehouden,R.A.H. Coll Aanw no 99 Arkel fol ..,"presentibus: de heer van Asperen, de heer van Heukelom",Arkel
1040186,1430-05-20,"Dalem, van","broeder Heinric die Bije, commandeur van der Braken, geeft aan Willem van Dalem heer van Dongha zijn tienden aldaar voor 6 jaar voor 18 oude schilden jaarlijks",Arch Nassau Domeinraad regest 1274,,
1040187,1430-06-04,"Dalem, van","schepenen in Donghen oorkonden dat Johanna dochter van Gielijs van Weyndelnesse en van Beatrijs Willemsdochter van Dongha, afstand heeft gedaan van haar moederlijk erfdeel tbv Willem van Dalem heer van Dongha, die daar voor haar opneming in een klooster zal bekostigen",Arch Nassau Domeinraad regest 1276,,
1040188,1431-03-01,"Dalem, van","schepenen van Leuven oorkonden dat Johannes van Daelhem zoon van Willelmus van Donghen afstand gedaan heeft van zijn aanspraken op Donghen met hoge en lage rechtspraak tbv zijn broer Willelmus tegen betaling van 150 gld jaarlijks daaruit, waarvan 50 eerst te betalen na overlijden van hun moeder Sophia en losbaar binnen 6 jaar daarna, tewijl de 150 gld bij kinderloos overlijden van Johannes aan Willelmus zullen vervallen.  Dezelfden oorkonden dat Jan verklaarde voldaan te zijn van de nalatenschap van zijn vader en de toekomstige nalatenschap van zijn moeder Sophie met 150 gld uit Dunghen en een beemd geheten den Ham",Arch Nassau Domeinraad regest 1286,,
1040189,1430-03-21,"Dalem, van","Mathys van Daleem, filius Godefroijts, van Daleem in Walsch-Brabant, wordt poorter van Brugge ""omme te tappene maleveseije""",Indices Brugse Poorterboeken 1418-1434 p 56,,
1040190,1431-03-09,"Dalem, van","gravin Jacoba oorkondt dat Huge van Dalem, daar hij wegens ziekte niet tot haar komen kan, met bezegelde brieven haar heeft opgedragen tbv Cornelijs van Dalem, zijn oudste zoon, die heerlijkheid van 1/24 deel van Vosmaer, met tienden, hem aanbestorven van zijn vader Symon van Dalem; zij beleent Cornelis ermee ten erfleen",R.A.H. Coll Aanw 57 fol 284v,,
1040191,1431-05-05,"Dalem, van","schepenen van Donghen oorkonden dat Gheryt Jan Hagaertsz erkent, dat Roelof van Dalem Willemsz van Donga gebruik mag maken van een weg naar zijn hoeve moer, gelegen over het riool",Arch Nassau Domeinraad regest 1295,,
1040192,1431-12-29,"Dalem, van",richter en schepenen van Culemborg oorkonden dat Otto van Dalum overdraagt aan Heinric Diert Hermansz ¼ deel van 6 morgen op Zogewijck,Inv Arch Culemborg regest 927,,
1040193,1432-01-08,"Dalem, van","""in het dorp van Bezoijen in Willems overs. woenachtige huijs ""; een notaris instrumenteert dat Willem van Bezoijen voor zijn dochter Catherine en Johan zoon van Willem van Dongen beide ""wapentuurder"" huwelijksvoorwaarden maakt, waarbij Johan na overlijden van Willem van Bezoijen en zijn echtgenote Beatrijs, een molen en de heerlijkheid Bezoijen als Hollandse lenen, een visserij, die zij met Jan van der Duijn als leen van het klooster Eemsteyn hebben en de hofstede in Bezoijen, bewoond door Willem van Bezoijen, als leen van de graaf van Nassouw zal ontvangen",Arch Nassau Domeinraad regest 1298,,
1040194,1432-11-13,"Dalem, van","schepenen in 's Hertogenbosch oorkonden dat Johannes zoon van Wilhelmus van Donghen en van Elizabeth Wyerix, overdraagt aan Wilhelmus natuurlijke zoon van hem en van Bela van Stramprode een erfpacht groot 1 ½ mud rogge jaarlijks, deel uitmakende van een erfpacht van 8 mud, gaande uit ⅓ van de hoeve genaamd het goed te Berchem of Lichtenberch te Tilborch, welke Johannes gekocht heeft van Rodolphus van Daelhem Willelmusz van Donghen ",Arch Nassau Domeinraad regest 1306,,
1040195,"1433-1435, 1436","Dalem, van","schepenen van Gorinchem: Boudewijn de Ledige, Gerid d'Hoogh Geridsz, Sander van Blankevoort, Yeven Muyl, Dirk Jacobsz, Jan Dierhout, Andries van Dalem; 1434: Willem Segersz, Pieter Willemsz, Marcelis Mateusz, Hendrik de Haan, Jan van Gellekom, Floris Tielmansz, Gerid Jacobsz, Jan van Dalem Roelofsz. 1435: Splinter van Loenresloot Jansz, Aelbrecht Matysz, Jan van der Werve, Herman Goversz, Jan van Dalem Roelofsz, Andries van Dalem, Jan de Blonde. 1436: Jan van Dalem","Kemp p 243, 252, 253",,
1040196,1433-04-04,"Dalem, van",schepenen in Dongha oorkonden dat Willem van Dalem heer van Dongha erkent schuldig te zijn aan zijn zuster Beatrijs een lijfrente van 100 gld en 7 sestertien rogge jaarlijks ,Arch Nassau Domeinraad regest 1311,zegel van Willem van Dongen,
1040197,1434-06-18,"Dalem, van","de heer van Gaesbeke beklaagt zich dat de elect Sweder van Culemborch de door hem geleende goederen, verpand aan Florys van Dalem, niet volgens belofte heeft teruggegeven; vgl 1425-07-18",Muller: Reg Arch Stad Utrecht no 802,,
1040198,1434-06-28 - 1435-06-28,"Dalem, van","land van Arkel: de tienden tot Kedichem: groot Westeringen van den cleijnen Vliet tot Staeskijnsstege toe, hout 5 morgen vrijer thienden, hadde Gerijt die Jonge, ende hadde over Adriaen van Dalem den morgen om 7 Wilh scilt, facit 35 sc",A.R.A. Graf rekenkamer rek 2154,,
1040199,1435-04-15,"Dalem, van","Roelof en Wouter van Wischel en Willem van Ghestel zegslieden tussen Willem van Dalem heer van Dongen en diens broeder Jan van Dalem Willemsz, bepalen dat Jan voor  zijn ouderlijk erfdeel 869 arnoldus guldens min ½ kromstaart krijgt, behalve zijn erfenis in den Ham en 6 bunder moer en dat hij zijn brieven in het register van Leuven zal doen vernietigen",Arch Nassau Domeinraad regest 1333,,
1040200,1436,"Dalem, van","4 morgen met huisingen en gerecht daarop staande te Sleewijck, beleend Roeloff van Dalem bij opdracht van Thielman Willemsz een sate en een ½ hoeve daar dieselve in staet in Sleewijck; in 1448: beleend Willem Huybregt Nynnentsz bij dode van zijn vader",A.R.A. Leenkamer no 240/Rep Altena C fol 41v/ Libro EL 24 fol 67v Rep A fol 5v en Libro Principum Cap Heusden fol 2,,
1040201,1436-03-03,"Dalem, van","schepenen in Dongha oorkonden dat Heinric bastaardzoon van Heinric van der Voert en Lysbet Jan Hagaertsdochter verkocht heeft aan Roelof van Dalem Willemsz van Dongha een erfpacht van 8 loopen rogge jaarlijks, vermeld in de brief d.d.1425-12-05, waardoor deze gestoken is",Arch Nassau Domeinraad regest 1350,,
1040202,1436-04-18,"Dalem, van","Simon Petersz heeft in erfpacht genomen van Jan van Dalem Willemsz van Dongha, 2 ½ bunder land in de Ham tegen 2 ½ sester rogge jaarlijks. Hierdoor gestoken een brief van 1436-05-02 waarbij Jan voorn. Voor dezelfden verklaart dat hij deze erfpacht verkocht heeft aan Gerit van Gilse","Arch Nassau Domeinraad regest 1352, 1353",,
1040203,1436-10-23 - 1438-02,"Dalem, van","rentmeestersrekening Arkel: de tienden tot Kedichem van het jaar 1437: -den Houtacker houdt 2 morgen vrij en de tiende uit 1 ½ morgen, kocht Adriaen van Dalem de morgen voor 10 Wilh sc en 1 ½ quartier van een Wilh scilt",Rek Rentmeester van het land van Arkel,,
1040204,"1437, 1441, 1446, 1452","Dalem, van","Andries van Dalem, schepen van Gorinchem, met zijn zegel: twee dubbel gekanteelde dwarsbalken en lambel met drie hangers",Navorscher 1895 p 15,,
1040205,1438-05-06,"Dalem, van","Cornelis Hugenz van Dalem, proces ""mit sijne magen"" ",R.A.H. Coll Aanw 208 fol 449/Mem Hof van Holland fol 187,,
1040206,1438-05-30,"Dalem, van",schepenen van Leuven oorkonden dat Jan van Daelhem geheten van Donghen verklaard heeft dat zijn broeder Willem heer van Donghen hem een rente van 150 gld jaarlijks heeft afgelost,Arch Nassau Domeinraad regest 1373,,
1040207,1438-06-26,"Dalem, van","Wilhelmus van Donghen, man van wapenen, heer van Donghen, maakt zijn testament waarin hij Lysbet natuurlijke dochter van hem en Lijsbet Zebrecht Feijtersdochter een beemd, geheten de Molenvloet, met 2 hoeven moer naast het riool en 2 ½ sestertie rogge jaarlijks uit de Lichtenberch vermaakt, en de hoge heerlijkheid van Donghen aan zijn broer Johan, om na diens dood te komen aan Johanna gravin van Nassau; 1438-06-25: obiit Willem van Dalem heer van Dongen",Arch Nassau Domeinraad regest 1375/ notaris Petrus Gerardusz Block de Fine; Nieuw Biogr Woordenboek VIII p 359/Necrologium Breda,"executeurs: Johannes van Nassouw, Nicolaas uten Campe, Wolterus van Wisschel en Wilhelmus Stephanusz Walen",
1040208,1438-06-29,"Dalem, van","Roelof van Dalem Willemsz van Dongha belooft zijn broer Jan, dat hij zowel de heerlijkheid van Dongha als die van Swalue, die hij van hun broer Willem geerfd heeft, met hem zal delen","Arch Nassau Domeinraad regest 1376, 1377","zegels van: Jan van Kockelberch, persoon van Dongen, Roelof van Wisschel, Thomas Jan Heylenz, Jan van Hoesenhout; verloren de zegels van de oorkonder, van Rycout Engelbrechtsz en van Jan Jansz van der Haenberghen",
1040209,1438-07-14,"Dalem, van",schepen van Leuven oorkonden dat Radulphus van Daelhem zoon van Willem van Donghen erkent schuldig te zijn aan Radulphus en Walterus van Wisschel en aan Wilhelmus van Ghestele 1000 £ Tourse groten,Arch Nassau Domeinraad regest 1378,,
1040210,1438-10-29,"Dalem, van","heer Rutgher van Dalem, kanunnik van het kapitel te Gorinchem",R.A.H. Coll Aanw 208 fol 512v/Mem Hof van Holland fol 212v,,
1040211,1438-12-02,"Dalem, van","Johanna gravin van Nassouw (bij afwezigheid van graaf Engelbertus) en haar zoon Johannes, Rolandus en Johannes van Dongen, knape hebben gekwiteerd voor de legaten hun door hun vader Wilhelmus van Donga vermaakt",Arch Nassau Domeinraad regest 1386/ notaris Petrus Gerardusz Block de Fine,,
1040212,1439-03-26,"Dalem, van",hertog Philips beleent Jan van Dongen met het goed van de Zwaelwe na opdracht door zijn broer Roeloff,Arch Nassau Domeinraad regest 1389,,
1040213,1439-04-01 (1438),"Dalem, van","hertog Philips beleent Jan van Dalem met die tiende in Ghelkenisse en in Gravelant, tot een onversterfelijk erfleen",R.A.H. Coll Aanw 100 fol 113,,
1040214,1439-02 - 1440-02,"Dalem, van","rentmeestersrekening Arkel: de tienden tot Kedichem: van groot Westerijnghen, houdt 49 morgen gezaaid, dewelke maken 4 morgen vrijer tienden en de tiende uit 9 morgen corens heeft Adriaen van Dalem de morgen voor 8 ½  Wilh scilt; 1440-02 -1441-02: idem 35 morgen gezaaid, die maken 3 ½ morgen vrijer tienden heeft Adriaen van Dalem elke morgen om 5¼ Wilh sc; 1441-02 - 1442-02: idem 40 morgen gezaaid, maakt 4 morgen vrijer tiende, heeft Adriaen van Dalem elke morgen om 3¾ Wil sc",Rek Rentmeester van het land van Arkel,,
1040215,1440-12-29,"Dalem, van",Roelof van Dalem heer van Donghen verleent de inwoners enige voorrechten,Arch Nassau Domeinraad regest 1437,,
1040216,1440,"Dalem, van","de jvr van Dongen verzoekt haar nicht jvr van den Camp een einde te maken aan zekere zaak of te spreken met Roelof Zebrechtsz, wiens schuldenaers de jvr van Dongen is",Arch Nassau Domeinraad regest 1441,,
1040217,1440-09-17,"Dalem, van","notaris Arnoldus Langhe instrumenteert dat Rodolphus en Johannes van Donghe, broeders, voor Elisabeth, natuurlijke dochter van hun broer Wilhelmus en Cornelis Venedau ten overstaan van Johannes van Nassouw huwelijksvoorwaarden hebben gemaakt, waarbij Elisabeth voor de 2 hoeven moer, haar door haar vader vermaakt, 3 sestertien rogge jaarlijks krijgt als erfpacht, losbaar met 200 Arnoldus glds en voorts 2 bunder moer, het land geheten de Molen vloet en 2 ½ sestertie erfrogge uit Lichtenberg; 1441-03-18: Cornelis Venedau en zijn vrouw Elisabeth hebben zich voldaan verklaard van wat hun toegezegd was","Arch Nassau Domeinraad regest 1436, 1450",,
1040218,1441-04-08,"Dalem, van","hertog Philips oorkondt dat Symon Dammasz hem heeft opgedragen tbv Margriete Symonsdochter van Dalem, zijn moeder, 1/32 en 1/72 deel van Vosmaer; zij wordt ermee beleend en haar man Daem Bertelmeusz doet hulde",R.A.H. Coll Aanw 101 fol 2,,
1040219,1444-01-04,"Dalem, van","schepenen, gezworenen en stad van Breda verkopen aan Ermzont, weduwe van Jan van Wouwenberch, dochter van Willem van Daelhem heer van Dongen, een lijfrente van 20 Rijnse gld jaarlijks; de verkoop wordt goedgekeurd en bevestigd door Johanna gravin van Nassouwe en Vyanden, vrouwe van de Leck en Breda",Arch Nassau Domeinraad regest 1491,,
1040220,1445-06-11,"Dalem, van","schepenen in Dordrecht oorkonden dat Gillis van Wendelsnesse en Beatrijs Willemsdochter van Dongen, zijn vrouw, hebben overgedragen aan haar broeder Roeloff van Dalem heer van Dongen, de renten die hun vader haar bij haar huwelijk gegeven heeft; 1447-05-10: schepenen in Dongha oorkonden dat Betrijs vrouw van Gielys van Weyndelsnet verkocht heeft aan haar broer Roelof, alles wat zij geerfd heeft van haar ouders en haar broer Willem","Arch Nassau Domeinraad regest 1505, 1557",,
1040221,1392-05-04,"Dalem, van","leenregister Leck en Polanen: Bezooien, een hofstede met 21 morgen land, de morgen groot 5 hont, tussen de nieuwe straat en de Meerdijk: Willem van Besoeijen Willemz; 1395-09-02, 1404-10-14: eed vernieuwd;  1447-06-12: Beatrijs van Dongen, dochter van Willem voorn. vrouw van Geryt van Assendelf",Arch Nassau Domeinraad dl I stuk 5 p 16/Leenregister van de Leck en Polanen Inv 44 fol 108v,,
1040222,1448-03-16,"Dalem, van","hertog Philips oorkondt dat Gysbrecht Claes Robbrechtsz.z. hem heeft opgedragen tbv Margriet Simonsdochter van Dalem een hoek tienden geheten dat Oisteynde van Doirlo, op Tholen, groot 6 gemente",R.A.H. Coll Aanw 102 Zeeland fol 4,,
1040223,1448-10-26,"Dalem, van","93) legaat van een pacht van 1 mud rogge op goederen en landerijen tot Oesterwyck voor een jaergetyde ende begraefplaets door heer Jan van Dalem alias van Dongen ridder en vrouw Margrita van Haren, echtelieden",Arch Predikheren 's Hertogenbosch reg. No 2 p  38 (Mechelen)/Reg Brieven fol 117v Bibliotheek Nijmegen,,
1040224,1383,"Dalem, van","leenregister Leck en Polanen: Baardwijk, 5 morgen land tussen het outaersland aan de oostzijde, strekkende van de dwarssloot tot de hoekgracht: Symon Gillis Werwairtsz; 1443-05-07: Willem Symonsz; 1448-09-27: Alijt Willem Symonszdochter, vrouw van Jan van Dongen; dezelfde vernieuwt de eed; 1463-05-03: Jan Heyndricxz, na opdracht door Alijt Willem Symonszdochter, vrouw van Vastraet Adriaensz",Arch Nassau Domeinraad dl I stuk 5 p 12,,
1040225,1448-11-18,"Dalem, van","hertog Philips beleent Jan van Dongen Jansz met de Swaluwe, waarvoor wegens minderjarigheid, diens oom Roelof leenhulde doet. In dorso de mededeling dat Jan van Dongen, meerderjarig geworden, op 1457-03-29 de eed heeft afgelegd",Arch Nassau Domeinraad regest 1601,,
1040226,1448-02 - 1449-02,"Dalem, van","rentmeestersrekening Arkel: ontvangst van tienden te Kedichem: ""van Gelis Wolferensland toe ende dat mede tot Jan Cansen lant toe ende dat mede houdende geseeijt  42 ½ mergen en 2 hont maken 4 mergen vrijer thiende ende die thiende ut 2 ½ mergen en 2 hont, heeft Aryaen van Dalum den mergen om 7 ½ Wilh sc""",Rek Rentmeester van het land van Arkel no 2168,,
1040227,1449-05-22,"Dalem, van","Johan graaf van Nassau oorkondt dat voor hem en leenmannen Roelof van Dalem heer van Dongha heeft verkocht aan Wouter Bauwe van Eijndoven [lees: v.d. Eechove], ridder, heer van Boxtel en Brogel een rente groot 50 Rijnse gld jaarlijks losbaar den penning 18, en gevestigd op de heerlijkheid Dongha van welke rente heer Wouter leenhulde heeft gedaan",Arch Nassau Domeinraad regest 1617,,
1040228,1450-12-13,"Dalem, van","schepenen in Dongha oorkonden dat Lijsbet, natuurlijke dochter van Willem van Dalem, en haar man Cornelijs Venedauw, verkocht hebben aan Joes Adriaan Berwoutsz 1 ½ sestertie rogge jaarlijks aan erfpacht uit een stuk land geheten de Molenvloet, groot 2 ½ bunder. Met transfix dd 1452-07-29",Arch Nassau Domeinraad regest 1652,,
1040229,1451-12-06,"Dalem, van~",schepenen in Gorinchem oorkonden dat Adryaen van Dalen opdroeg aan Jan Molenman 6 morgen land te Kedichem; 1410-16: eigendom van Jan van den Mye en Heinkes Lambrechtsz,"Versl Rijks oude Arch 1927 dl I p 324, 303/Inv 28 Arch Klooster St Mariendonk Heusden regest 120",,
1040230,1452-03-23,"Dalem, van","schepenen van 's Hertogenbosch oorkonden dat Wilhelmus natuurliijke zoon van Johannes van Ghilse, natuurlijke zoon van Willelmus van Dongen en Elysabeth Wijerics overdraagt aan Rodolphus van Daelhem heer van Donghen ½ mud rogge jaarlijks van de 1 ½ mud, vermeld in de brief dd 1432-11-13; idem een erfpacht van 3 ½ mud rogge jaarlijks uit de hoeve Lichtenberch, die Wilhelmus van Dongen eertijds aan zijn zoon Johannes heeft verkocht tbv diens moeder Elyzabeth","Arch Nassau Domeinraad regest 1668, 1669",,
1040231,1452-12-18,"Dalem, van","schepenen in Breda oorkonden dat Roelof van Dalem heer van Donga en Cornelis Venedau, weduwnaar van Elisabeth, natuurlijke dochter van Willem van Daelhem een scheiding hebben gemaakt van de goederen door Elisabeth nagelaten",Arch Nassau Domeinraad regest 1681,,
1040232,1452-02-1453-02,"Dalem, van","rentmeestersrekening Arkel: tienden in het ambt van Gorinchem, ""van Roeloff van Dijxx lant ende dat mede tot Quakernaeck toe hout geseeyt 39 mergen coerns, maect 3 ½ mergen vrijer thiende ende die thiende ut 4 mergen, coft Andries van Dalem den mergen om 4 £"" ; 1453-02 - 1454-02: : ""van den Ravensloot totten Canonicken lande toe, hout geseeyt 35½ morgen coerns, maect 3 ½  mergen vrijer tiende ende die tiende ut ½ mergen, coft Andrijes van Dalum den mergen om 8 £ """,Rek Rentmeester van het land van Arkel no 2172,,
1040233,1453-09-28,"Dalem, van","Jacob graaf van Hoorn, heer van Altena  beleent heer Gerrit van Assendelft, wettige man van jvr Beatrix dochter van Jan van Dongen en Catharina Willemsdochter van Besoyen, bij opdracht en overgift van Willem van Besoyen, als wettige man van jvr Beatrix Woutersdochter van den Wale, met alle visserijen, stalen en zegenworp, gelegen voor Barendrecht in de Waal, aan de zuidzijde ter halver diepte toe en strekkende in lengte boven ver Aven Wiel, en weder afgaande tot den Midsloot toe, als mede met het land, de ambachten, tienden en vogelarijen, strekkende van Willemsland van Wielnesse in die Mijle aant goed van Schobben en Everocken tot Heynkensoord toe, met een stuk land genaamd de Nesse, en met visserijen in Zwijndrecht tussen de Devel en de Waal",Nibbelink no 166 bl 103 t/m 106,,
1040234,1453-10-13,"Dalem, van","een notaris instrumenteert dat Geryt heer van Assendelft, Raad van de Hertog van Bourg, en zijn vrouw Beatrijs van Dongen elkaar bij codicil hun roerende goederen vermaken",Arch Nassau Domeinraad regest 1690,,
1040235,1454-08-16,"Dalem, van","hertog Philips verzoek Roeloff en Jan van Donghen toe te staan dat de arbeiders die aangenomen hebben de dijk te vermaken bij de keet, waar de wacht gehouden wordt voor de tol van Geervliet, de nodige zoden uit de Zwaluwe te halen",Arch Nassau Domeinraad regest 1701,,
1040236,1454-09-16,"Dalem, van","hertog Philips gehoord de klacht van Roeloff van Dongen als voogd van de kinderen van zijn broeder Jan over het halen van aarde en zoden uit het uitgors te Zwaluwe, dat die kinderen van de grafelijkheid in leen hebben, door dijkers die aangenomen hebben de dijk bij de tol te maken, gelast zijn secretaris Gysbert van der Mije zulks te verbieden, wanneer dat even goed uit andere gorzen, de grafelijkheid toebehorende, gebeuren kan, of anders een vergoeding te eisen voor de leenman",Arch Nassau Domeinraad regest 1703,,
1040237,1455-01-15,"Dalem, van","schepenen in Dongha oorkonden dat Ghoeswijn die Coster en zijn vrouw en kinderen beloofd hebben de heerlijkheid Dongen te zullen verlaten binnen 4 dagen nadat Roelof van Dalim heer van Donghen dat eisen zal, met achterlating van alle vee en zaaigewassen tot afdoening van schuld aan dezen",Arch Nassau Domeinraad regest 1709,,
1040238,1457,"Dalem, van","Odilia van Dalem dochter van Roelof van Dalem [ na dode van zijn broeder Willem die 1438-06-25 overleed, werd Roelof ook heer van Dongen] en Jutta van Dyemerbroek trouwt met Herman van Heyger uit het graafschap Solms",Arch Nassau Domeinraad fol 431v en 444v/Nieuw Biogr Woordenboek VIII p 359,,
1040239,1457-02-26,"Dalem, van","notaris Wilhelmus Stephanusz instrumenteert, dat Hermannus Heijgher Heijdricksz, knape, ter ener- en Rodolphus van Daelhem en zijn vrouw Jutta, voor hun dochter Odilia anderzijds, ten overstaan van Johannes graaf van Nassouwe, huwelijksvoorwaarden hebben gemaakt waarbij Odilia de hoeve Lichtenberg, voor zover zij in Dongen ligt, met 4 bunder land en ¼ van alle wildernis en moeren aldaar meekrijgt",Arch Nassau Domeinraad regest 1764,,
1040240,1457-03-29,"Dalem, van","hertog Philips oorkondt dat Jan van Dalem van Dongen Jansz tot lijftocht gemaakt heeft aan zijn moeder jvr Margriete jansdochter van Haren, 100 gouden Rijnse gld per jaar uit het goed van der Zwaluwe dat hij in leen houdt",Arch Nassau Domeinraad regest 1765/R.A.H. Coll Aanw 102 Caput Z.H. fol 78,,
1040241,1457-08-27,"Dalem, van","notaris Wilhelmus Stephanusz instrumenteert dat Rodolphus van Daelhem en Hermannus van Heijger een wijziging maken in de huwelijksvoorwaarden tussen laaststgenoemde en Odilia van Daelhem, met betrekking tot het vruchtgebruik voor de langstlevende",Arch Nassau Domeinraad regest 1771,,
1040242,1458-01-10,"Dalem, van","schepenen in Donga oorkonden dat enige personen verkocht hebben aan Roelof van Dalem heer van Donghen een erfpacht van 4 loopen rogge jaarlijks uit een stuk land (een heining), groot 5 loopen zaad",Arch Nassau Domeinraad regest 1782,,
1040243,1458-04-06,"Dalem, van","hertog Philips beleent Adriaen van Dalem met de helft van een corentiende in Gelkenesse en in Cortland, gemeen met de heer van Liesvelt, gelegen tussen de Nyerpoirte en de kerk van Ammers, zoals heer Gijsbrecht van Langerak die had, en daartoe een tiende in Gravelandt, hem aangekomen bij dode van zijn oom Jan van Dalem, tot een onversterfelijk erfleen",R.A.H. Coll Aanw 102 Caput Z.H. fol 81v,,
1040244,1458-07-15,"Dalem, van","hertog Philips gelast de deurwaarder van de Raad in Holland, de baljuw van Zuidholland te verbieden Jan van Dongen heer van de Zwalu te hinderen in het bezit van de boeten tot 10 £ toe, of zich in den Hage te komen verantwoorden. Met aangehecht relaas van de deurwaarder d.d. 07-20, dat hij voldaan heeft aan deze opdracht","Arch Nassau Domeinraad regest 1796, 1797",,
1040245,1459-09-19,"Dalem, van","hertog Philips beleent Otto van Malburch, na dode van zijn neef Jan van Dalem, met de helft van de corentiende in Gelkenesse en in Cortland en de tiende in Graveland (zie 1458-04-06). Otto draagt vervolgens dit leen over aan zijn neef Willem van Brakel, die vervolgens beleend wordt",R.A.H. Coll Aanw 102 Caput Z.H. fol 93,,
1040246,1460-04-24,"Dalem, van","Anthonis Michielsz, stadhouder, oorkondt dat Herberen van Dalem de graaf van Charolais te kennen gegeven heeft dat zijn voorvaders van de heerlijkheid Arkel in leen hielden 7 ¼ geerden land in het ambacht van Grote Waspik, in een weer land geheten Gillis Schoenmakersweer, belend oost: Lijsbeth vrouw van Dirck Zegersz, west: Matheus Jansz, hem aangekomen bij dode van zijn vader, doch 38 jaren lang onder water gelegen heeft en nog ligt, waarom hij dit leen ook niet verzocht heeft. De graaf vergeeft hem dit verzuim en beleent hem ermee",A.R.A. Holl Leenkamer 117B reg Charolais fol 15v,,
1040247,1461-09-26,"Dalem, van","hertog Philips gelast de deurwaarder van de Raad in Holland om overal waar Margriet, weduwe van Jan van Dongen, zulks wenst af te kondigen dat niemand zoden of aarde mag halen uit de Zwaluwe, zonder haar toestemming. Met relaas van de deurwaarder 09-27 en 10-01 dat hij dit placcaat te Dordrecht, de Zwaluwe, Sevenbergen, Strijen en Maesdam heeft doen afkondigen","Arch Nassau Domeinraad regest 1838, 1839",,
1040248,1461-12-17,"Dalem, van","Guillaume van Daelhem et Else Pynnoek, son épouse, doen afstand van de goederen van der Horst",Inv Arch de la Belgique 1870 dl I p 179,,
1040249,1461-12-23,"Dalem, van","hertog Philips oorkondt dat Jan van Rijswijk Jansz van Dalem ""een oudt arm edelman was, die bedde reedich leecht, die  zijnen eed daertoe gedaen heeft, dat hem van noode is, dat hij zulke 12 gaarden land, die hij van ons te leen houdt, gelegen in het ambacht van Raemsdonk"" moet verkopen. Tegen betaling van de derde penning consenteert de hertog daarin",R.A.H. Coll Aanw 103 Z.H. fol 6v,,
1040250,1462-04-22 -1462-09-30,"Dalem, van","rentmeestersrekening Arkel over de goederen van Heukelom: ""buyten dycx, den weert voir die westpoirte tot Heuekelem over die Lyngen, houdende 3 mergen, cochte voirtijts in den jare 1437 Andries van Dalem jegen den voirs jonchere van Heukelom, ende heeft dien naderhand vercocht Jan Dyerhout, ende Jan Dyerehout voirt den zusteren van St Agnieten tot Gorinchem, die dairaf gebruyken als van hueren eygen, daervan hier niet""",Rek Rentmeester van het land van Arkel no 2189 fol 9v,,
1040251,1462,"Dalem, van","woonde te Brecht Adriaan van Daelhem oud 58 jaar, zoon van Roelof; 1457 en 1476: stadhouder van de lenen des lands van Bergen op Zoom in de heerlijkheid Brecht; 1452: bewindvoerder over de nalatenschap van wijlen Gerrit van Zevenbergen tbv diens 2 natuurlijke dochters. Op het laatst van 1462 erfde hij het leengoed Die Vloet onder Goirle na het overlijden van Jan van Daelhem  (volgt uitgebreide beschrijving)",Taxandria jg 45 1938 p 272,,
1040252,1462-01-12,"Dalem, van",Lysbeth Cluetinx verklaart ontvangen te hebben van heer Rolof van Dalem heer van Donghen 10 nobels als termijn van haar lijfrente,Arch Nassau Domeinraad regest 1845,,
