id,datum,naam,inhoud,bron,getuigen,bijzonderheden
1050296,1349-1350,"Egmond, van","heer Jan van Egmond: 1349-1350 (no 798 fol 25v, 13) van sinen lien 9 £  10sc en van de halve tiende in t Nuweland en in Enigeborch; 1356: (no 803 fol 15v) idem van sinen leen 9 £ 10 sc. 1357-1358: (no 805 fol 22v) van zijn leen 9£  10sc. 1359-1360: (no 807 fol 23v): van sinen leen, idem van het jaaer 1358 en 1360: 9£  10sc. 1360-1361: (no 808 fol 25,29v) van zijn leen van 1361 en van 1362 2x9 £ 10sc. 1363-1364: (no 811 fol 18) van sinen leen 9 £ 10sc. 1366-1367: (no 812 fol 4) afterstal van 1363 van de tienden van Outkerspel 120 £ 15sc 6d en (no 812 fol 23) van sinen leen 9£ 10 sc. Van sinen leen 10 £ in de volgende jaren: 1374 (817 fol 16), 1374-1375 (no 8181 fol 17), 1375-1376 (no 819 fol 17), 1377 (no 820 fol 15v), 1379 (no 821 fol 18v), 1380 (no 822 fol 16v)",Rek Rentmeester Kennemerland 798-821,,
1050297,1350-01-05,"Egmond, van","Jan heer van Egmond en Gerrit van Heemskerk, ridders, oorkonden een scheidsrechterlijke uitspraak tussen heer Jan Persijn heer van Waterland, ter ener zijde en de stad Amsterdam anderzijds","G.A.Amsterdam, Alkemade en v.d.Schelling: Beschrijving huis en heren van Persijn dl I p 86",,
1050298,1350-05-23,"Egmond, van","graaf Willem belooft aan zijn helpers: Jan van Arkel, Jan van Egmond, Jan van Waterland, Gerard van Eemskerke, Jan van der Wateringe, Jan die Moolnaer, Geeraerd van Egmonde, Jan van Blommensteyne, Willem van der Wateringen, ridders, Jan van Arkel, Jan van Cuylenburg, Jan van der Noordeloos, Henrik van Eemskerke Henrikssone, Daniel van Tolloyse, knapen, hen te steunen in de strijd tegen zijn tegenstanders (o.a. Jan van Merensteyn Aelbertsz, ridder) en zonder hun voorkennis geen vrede te sluiten",Van Mieris II p 778; Kemp: Gorinchem bl 79,,
1050299,1350-09-05,"Egmond, van",Keizerin Margaretha belooft haar aanhangers te zullen beschermen en in te staan voor al hun schade,Berigten Hist Gen III p 107,"aanhangers: Willem van Duvenvoorde, Jan van Oesterwijc [Jacob?], Jan van Pollanen heer van de Leck, Dirck van Brederode, Aernt van Duvenvoorde, Jan van Binchorst [Jacob?], Philips van Polanen, Gherrit van Heemstede, Daniel van Mathenesse, Willem van Oesthorn, Gerrit van Poelgeest, Jan van Woude [Jacob?], Jan van Egmond, Floris van Boeckhorst, Herbaren van Binchorst, Dirck van Raephorst, Jan van Boeckhorst, Arent van Hodenpijl, Dirck uten Waerde, Tournas van Rynevelt, ridders; Dirck van Wassenaer, burggrave van Leiden, Dirck van Polanen, Jan van Nortike, Daniel van Roderyse, Jan van Mynden, Jan van Zyl, Jan van der Made, Ogier van Cralingen, Dirck van Spangen, Mauwerijn van der Does, Willem van Zaenden, knapen",
1050300,1351-05-23,"Egmond, van","graaf Willem belooft aan zijn helpers: Jan van Arkel, Jan van Egmond, Jan van Waterland, Gerard van Eemskerke, Jan van der Wateringe, Jan die Moolnaer, Jan van Culenborg, Jan van Noordeloos, Geeraerd van Egmonde, Jan van Blommensteyne, Willem van der Wateringen, ridders; Hendrik van Eemskerk Hendriksz, Daniel van Toulousen, knapen, en vele Hollande steden, niets van de goederen of inkomsten van het land te zullen vervreemden, hulp in de strijd tegen zijn tegenstanders",Van Mieris II p 795/Kemp p 79,,
1050301,1351-12-18,"Egmond, van","hertog Willem oorkondt, ""dat wi mit onsen gemenen Rade ende steden gevonden hebben dat vrou Soffie van Leuwenberch in gebreke is an heeren Jan van Egmonde, horen broeder, alse van haar medegave, 300 £ Holl, als haer brieven houden daer si en Hair Jan hair broeder voors. bi over een droegen, dat hi hoir jaerlyks geven soude van den ponde 2 sc ter tyt toe dat hi haer die voirs. somme betaelt hadde. Wairomme vi ombieden alle onsen rentemeesters in den steden van Delft, Leyden, Haerlem, die ons ballinge goet onder hande hebben, dat si vrouwen Soffien bewisen also vele van heeren Jans eygeliken goede, dat si dat hore dairof heeft also verrre alst dair is van den 300  £  voirs, want wi niet en willen dat si hairs goets derve bi onsen toedoen. In orconde. Gegeven in den Hage, Dominica post Lucie anno (13)51 per commune consilium hunc praesens """,A.R.A. Leenkamer 32 copie fol 13v/Reg EL 25 fol 10,,
1050302,1352-01-04 (1351),"Egmond, van","hertog Willem oorkondt dat wi verlyen mit desen brieve onsen lieven en getruwen heeren Janne heer van Egmonde alsulc goet als hi en sine ouders van onsen vooirvaders plagen te houden, daer hi nu ter tijt in den besitte of is etc. Gegeven Tordrecht des woensdages na Jaersdage anno (13) 51. W. Heerman per villam Dudracensen sig. dom de Egmond",A.R.A.  Leenkamer 32 copie fol 16v/Reg EL 25 fol 11v,,
1050303,1352-09-02,"Egmond, van","hertog Willem oorkondt dat wi machtich gemaeckt hebben etc heeren Gheryt van Egmonde onsen trouwen ridder in te nemen alsulc goet ende renten als ons aengecomen syn van heren Willem van Outshorne ende sijn waren, ende daer sel hi ons goede reeckening of doen tot allen tiden alse wys hen vermanen. Dit sal geduren tot onsen wederseggen. Gegeven tot Rynigen anno (13)52 des Sondachs na StJansdach decollatio. sig ex cophio H. Amerongen",A.R.A. Leenkamer 32 copie fol 21/Reg EL 25 fol 14,"ad relationem dominorum de Egmonde, G. de Marcsen (?), Jo Blomesteyn",
1050304,1352-11-12,"Egmond, van","hertog Willem oorkondt dat ""wi bevolen hebben ende bevelen mit desen brieve onsen trouwen ridder heren Gheride van Egmonde te bewaren ende te bewonen onse borch tot Rynenborch [onder Hazerswoude, niet ver van Koudekerk], tot onser eeren ende oirbaer, mit den heemwerve. Ende hierof sal hi jaarlix hebben tot sinen cost te helpene van ons 25 £ sjaars. Ende hi sal ons of dengenen die uijt bevelen sullen met onsen opene brieve t'ontfanc, t'allen tiden opleveren alse wy's begeren, ende men hem voldoet van dat hem ontbreken mach na den beloep van der tyt ende van noedeliken cost dien hi bi sinen eede daer of aen gelevert hadde. Gegeven in den Haghe op St Lebuinusdach (13) 52. W. Heerman sig. ex copkind""",A.R.A. Leenkamer 32 copie fol 25/Reg EL 25 fol 16v/Van Mieris II p 815,ad relationem domini W. de Wateringen et magistri de Thenis,
1050305,1354-03-17,"Egmond, van","""…… en Catrine van Velzen, vrouwe van Waterland, sine ghesellinne, beloven de heer van Egmond scadeloes ende commerloeste quiten met ghesamenderhant van hondert …. in Westeren, ende van hondert ouden scilden, die hi gheloeft heft met ghesamenderhant met IV ... van Wesemale, minen vader""",Codex Dipl Neerl serie 2 dl 2 p 181,,
1050306,1354-06-04,"Egmond, van","stierf Maria domicella de Rising, dochter van Johannis de Egmonda, baanderheer, voor wie jaarlijks 10 schell gegeven zijn, die begraven is in het graf van haar oom Johan van Egmond",Kroniek Egmond Dagregister bl 264/Necrologium Wyn p 113/Bijdragen jg 1914 bl 78,,
1050307,1354-06-19,"Egmond, van","Dirk van Brederode, ridder, belooft aan Gerrit van Eemskerke in 's graven gevangenis, op zijn huis te Eemskerke,  weer te keren op verbeurte van 2000 gouden oude schilden",Van Wyn: Huiszittend Leven II p 182,"borgen: Jan van Henegouwen (Beaumont), Aernoud van Randerode, Janne van Haerlaer heer van der Ameyde, Janne van Hoeclem, Janne van den Poele, Gheride van Egmonde, Jacob van den Woude, Janne van der Goude, ridders; Daniel van der Merwede, Jan van Langherac, Symon van Teylinghe, Janne van den Zile, knapen",
1050308,1355-05-14,"Egmond, van","hertog Willem oorkondt dat heer Gerrit van Egmonde, ridder, gemaakt heeft tot lijftocht voor zijn vrouw vrouwe Jan Dirc,  het goed dat heer Gerrit van hem te leen houdt: 1. in t Hagheambacht 16 morgen land, 2. in Ryswykerambacht 10 morgen, 3. in het ambacht van Alfen 18 morgen, 4. een tiende tot Naaldwijk ",A.R.A. Leenkamer 32 copie fol 104v/Reg EL 25 fol 68,"ad relationem dominorum Johannis de Poel, militis, Henrici Popponis, presbiter, sign dns de Ysselsteyn",
1050309,1355-05-14,"Egmond, van","hertog Willem heeft verkocht aan heer Gerrit van Egmond, ridder, het goed dat van Dirc Bartouts was, en heer Willem van Outshorne van hem hield:  1. in t Hagheambacht 16 morgen land, 2. in Ryswykerambacht 10 morgen, 3. in t ambacht van Alfen 18 morgen, 4. een tiende tot Naaldwijk om 500 oude scilden van goude. De hertog beleent hem hiermee ten rechten leen","A.R.A. Leenkamer 32 copie fol 104v/Reg EL 25 fol 68/Ons Voorgeslacht 06-1987 p 399, zie ook: Ons Voorgeslacht jg 38 1983 p 430, 431 no 9",,
1050310,1356-05-31~,"Egmond, van","hertog Willem draagt aan de heer van Egmond en aan heer Gheryt van Egmond, baljuw in Rynland en het land van Woerden, tot zijn terugkomst in Holland het bestuur op over het land aan deze zijde van de Mase ten zuiden van de Hout van Haerlem in overleg met twee uit de gerechten van Delf, Leyden, Sciedamme en Rotterdamme, en over het land aan gidse zijde van den Hout in overleg met twee uit de gerechten van Haerlem, Alckemaer en Aemsterdamme. Ghegheven in den Haghe",Reg Rotterdam en Schieland no 731,,
1050311,1357-09-12,"Egmond, van","belening van ver Agniessen van Oudtshoorne vrouw van Heulensteyn. Dit leen zal versterven op veren Machtelde [Machteld van Oudshoorn vrouw van heer Dirk van Raaphorst] vrouwe van Raephorst en ingeval deze vóór ver Arniese stierf, op Bartholomeus van Raephorst Mechteldszoon. Stierf Bartholomeus zonder wettige kinderen dan erfde zij zuster [van Jan Dirc van Raaphorst] ""heeren Gherits wijff van Egmonde"" en haar kinderen, terwijl als ook dit gezin kinderloos stierf, de jongste dochter Hazekijn van Raephorst zou erven","A.R.A. Leenkamer no 27 EL 29 Cas C fol 10v,11/Ned Leeuw jg 1938 p 199/Ons Voorgeslacht 06-1987 p 395",,
1050312,1357-09-16,"Egmond, van","hertog Willem oorkondt dat hij ten vrijen eigen verkocht heeft aan onsen lieven en getrouwen ridder heer Gherijt van Egmonde, baljuw van Rijnland en het land van Woerden, 5 morgen land, die Philips Hughenz waren ende hi jegens ons verbuert heeft, gelegen in de abacht van Monster. Belend zuid: heer Dierick van Wassenaer burggrave van Leyden, west en noord: jvr Oloud Anisen Hugenz wijf en haar kinderen, oost: die abdisse van der Lee",R.A.H. Coll Aanw 41 fol 64v/EL 29 fol 13,"praesentibus: dominis Florentio de Borsalia, Wilhelmo de Wateringen, militibus, sign. Dom de Ysselsteyn, W. Heerman",
1050313,1358-07-07,"Egmond, van","Albrecht etc verklaart, daar zijn broer graaf Willem aan zijn broer hertog Lodewijk den Romer, schuldig was 20000 schilden, in overleg met zijn raad en de steden van Holland, Zeeland en Henegouwen met dezen te zijn overeengekomen dit geld in termijnen uit te betalen en om hieraan te kunnen voldoen aan heer Jan heer van Egmond te verkopen met recht van wederinlossen Wieringerland, en bezegelt met zijn zuster vrouwe Machteld van Lancaster, verschillende leden van zijn raad van Holland en enige steden het stuk",Reg Rotterdam en Schieland no 786,,
1050314,1358-08-25,"Egmond, van","Aelbrecht oorkondt dat jvr Willaem Mabely uten Waerde hem opgedragen heeft 25 morgen naast het huis te Waerde, die ze van de grafelijkheid hield, met haar man Wouter van der Merensteyn en haar zoon Jan uten Waerde; vervolgens wordt Jan Aernt van Bennenbroec ermee beleend, zoals jvr van den Warde hield.  Gegeven te Haerlem",A.R.A Holl Leenkamer no 49 fol 19/Ned Leeuw jg 1922 p 50,Dirc  van Brederode en Gheraert van Heemstede; Koen Kuserszoon; Monnerijn van der Does   ,
1050315,1358,"Egmond, van",pricessus (abbatis Egm.) contra Johannem de Egmonda duravit VII annis,Bijdragen 1914 bl 78,,
1050316,1358-1359,"Egmond, van","Coptiaen van Egmond, de zeevonder, zie op Jacob Wigger ",Rek Rentmeester Kennemerland no 806 fol 17,,
1050317,1360-06-23,"Egmond, van",Ghyote vrouwe van Ysselsteijn en Egmond geeft aan haar poorters van Ysselstein vrijheden en beschreven rechten met goedkeuring van haar man en voogd heer Johan van Egmond en van Iselsteyn,Codex Dipl Neerl serie 2 dl 4 afd 2 p 111-115,,
1050318,1360-11-04 (1365),"Egmond, van","stierf jhr  Jan van Egmond, zoon van Johan heer van Egmond, baanderheer, voor wie 5 £ gegeven zijn, en hij is bij zijn vrouw/grootmoeder begraven. 1365-11-04: obiit Johannes, filius domini de Egmonda Johannis baronis",Kroniek Egmond Dagregister p 278/Bijdragen jg 1914 bl 78,,
1050319,1360-11-29,"Egmond, van","heer Jan van Egmond maakt tot lijftocht voor zijn vrouw Baerte, heer Ottendochter van Yselsteyne, het goed dat hij van de graaf houdt: - sevendalf viertel ende een virendel land tussen de Broecsloet en de Cukerswech (er staat Oukerswech), beginnend bij de steghe van den hoflande, - 8 geersen in Heylsghers, - up die grote Venne 18 geersen, - 4 made en een vierendeel in der Lineweert en -  2½  viertel die Wouter uter Wiic kocht van Wouter van Haerlem [Heemskerk]",Holl Leenkamer no 50 p 66/Ned Leeuw jg 1914 p 359/Van Spaen p 153,,
1050320,1361-02-26,"Egmond, van","grafelijke lenen in Rijnland: 10 morgen in Aarlanderveen, bij de brug van Alphen en alle hofsteden daarnaast. Zie ook 1357-09-12. 1361-02-26: de vrouwe van Raephorst, 1407-07-13: Adriaen van Raephorst, ten eigen. Belend: oost en west Dirc van Oudshoorn",Ons Voorgeslacht 06-1987 p 395,,
1050321,1361-08-09,"Egmond, van~","hertog Albrecht verklaart dat ¼ van zijn kapel in den Haag vacant is door de dood van mr Nicholaus de Godriaen, gegeven te hebben aan Theodericus, zoon van Heynricus, bastaard van de heer van Yselsteyn",Reg Rotterdam en Schieland no 845/Reg Liber IIII fol 70v,,
1050322,1361,"Egmond, van","Jean seigneur d'Egmond, sceau: chevronné ",De Raadt I p 414,,
1050323,1361-1362,"Egmond, van","de heer van Egmond: (809 fol 24)  van sinen wedden van 1362: 40 £; 1362-1363: (810 fol 10) van ¼ deel van de sluis in Roxvliet 40 sc; 1366-1367: (812 fol 14) ¼ deel van de sluis in Roxvliet 40 sc; 1373-1374: (816 fol 22) van der sluse in Roxvliet 40 sc; 1374-1375 (818 fol 11) en 1375-1376 (819 fol 11): idem 40 sc; (819 fol 15): den here van Egmonde gegeven van soetgelde die geslegen worden in sinen lande bi Nuwendoren van twee jaren 15 £; 1379 (821 fol 13), 1380 (822 fol 11): van der sluus in Roxvliet 40 sc; 1379 (821 fol 23v): uitgegeven bi mijns heren brieven gegeven in den Haghe op St Adriesdach van cost die die vrouwe van der Lecke dede doe sij ghesent wort tot Engmonde ende die joncvrouw van Engmonde soude heffen 20 £; 1382: (823 fol 12) van der sluse in Roxvliet 40 sc",Rek Rentmeester Kennemerland 809-823,,
1050324,1359-12-08,"Egmond, van",heer Gheryt van Egmond getuige voor de hertog; 1362-1363: van de tienden van Does en Almersdorp 30 £ en van de tienden van Medemleker sudercooch 20 £; 1363-02-28: onze baljuw van Medemblik,Rek Rentmeester Kennemerland 810 fol 9v,,
1050325,1363-07-09,"Egmond, van","Albrecht, Ruwaard, oorkondt dat ""voor ons ende voor onse manne"" als voor de heer van Egmonde, Willem van der Wateringe, Gerard van Heemstede, Willem van Naaldwijk, heer Pieter de Camerouwer van Haytsteyn, afstand heeft gedaan van zeker goed tbv Hendriks kinderen van der Woert",Batavia Illustrata bl 1181,,
1050326,1363-09-17,"Egmond, van","Jan van Egmond beleent Arent die Wilde Willemsz opnieuw met ¾ van een sate lands, met een aantekening d.d. 1410-10-02 dat Willem die Wilde Arentsz ermee beleend is","Reg no 274 fol 5, Reg no 265 fol 61",,
1050327,1363-06-16,"Egmond, van","leen van Egmond:  77bis) 19 viertel (80 morgen) over de Gouwe genaamd Zuidwijk, met het gerecht zoals de leenheer houdt van Holland: Wouter van Meresteyn, neef van de leenheer, met lijftocht van zijn vrouw Willem Mabelye uten Waerde; 1377-02-27: Arnoud van Ysselsteyn, heer van Egmond, ten eigen, waarna overdracht aan Dirc Voppenz, persoon van Haarlem, rentmeester van Noord-Holland; 1377-07-24: Wouter van Meresteyn, neef van de leenheer, gehuwd met Alverade [van den Bouckhorst], nicht van de leenheer, dragen over aan de leenheer; 1385-05-17: Costyn Gerritsz van der Does doet voor de vrouwe van Woerden afstand aan Dic Foppenz; 1386: in het veen te Boskoop; 1404-08-19: Jan Lambertsz verkoopt aan de abdij Egmond",Arch Abdij Egmond Inv 481/Ons Voorgeslacht 05-1988 p 214,"Willem die Wilde en Martijn Martijnsz, schepenen van Alkmaar",
1050328,1363-1364,"Egmond, van","Jan van Egmond: (811 fol 9v) van de tienden van Vroenrecleiland 20£, van de tienden van Roenregeist 37£; (fol 12) van Jan van Egmond van 1 ½ hoed coorn op de tiende van Outdorp en Vroenre Cleilant 3£ 12sc; (811 fol 10): van de tienden van Wognem 39£, en van de tienden van Lambertscoech en Abbekerke 12£","Rek Rentmeester Kennemerland 811 fol 9v, 12, 10",,
1050329,1364-11-18,"Egmond, van","jvr Lisebeth van Rodenburg ontvangt: -het ambacht van Soeterwoude, het huis Rodenburch, met de boomgaard, - 12 morgen achter de boomgaard en de Cortelaen, - 22 morgen land ter Waddinge, die Hoeve genaamd, - 4 £ per jaar ter Wateringhe aan land; - 4 £ per jaar van Herfstscote tot Voirscoten; - 40 £ per jaar van Herfstscote tot Soetermonde; - 7 ½  morgen voor Rodenburch, te houden als erfleen. Zij was Elisabeth, dochter van heer Jan van Egmond, die in 1376 als weduwe van Philips van Tetrode het ambacht van Soeterwoude verkocht aan Bartholomeus van Raaphorst",Van Mieris III p 172,"mannen: de heer van Brederode, de heer van Egmond, Pieter Camerouwer, Ysbrant van Alcmade",
1050330,1365-07-14,"Egmond, van~","stierf Floris van Herregen, zoon van heer Gerard, ridder, lekebroer, die jaarlijks 5 £ besprak",Kroniek Egmond Dagregister bl 268/Necrologium Wyn p 119,,
1050331,1365-07-27,"Egmond, van","Wouter [Egmond] van Merensteyn geeft voor de ziel van wijlen zijn vrouw Mabelije [uytten Waerde], ""want si een sonderlinghe begheerte daerin hadde"", en voor zijn eigen ziel, zijn nicht Marye heren Jan Scevendochter 4 £ Holl jaarlijkse renten, te heffen uit Kerstant Symonszhoeve, gelegen te Boscoop, met bepalingen o.a. van uitbetaling",A.R.A. or Aanwinsten 1895 no LIX/Ned Leeuw jg 1922 p 49,,
1050332,1365-08-01,"Egmond, van","heer Reynoude van Brederode, Gheryt van Polanen, Gheryt de Monic en Willem van Slingheland ontvangen vergiffenis wegens de dood van Willem Bort",Van Mieris III p 179,per dominum de Egmonde et Gherardum de Heemstede,
1050333,1366-12-09 (13),"Egmond, van","Jan van Egmond draagt op tbv Coenen Willems Cusersz  ""sine hofstede ter Wyck daer sijn huijs op stont mit 14 vierdelen saedlants en 14 coeweyde om de hofstede"", belend zuid: de heer van der Lecke, zijn moeder de vrouwe van Polanen, Willaem van Liere met goed dat tot de capelrie behoort, en Willaem Fautyn; noord: de heer van der Lecke, de vrouwe van Polanen, Willem van der Liere, Niclaes Arntsz, Dirc Arntsz, Willem Arntsz, Mathijs Didderixs, Jan Dircs en Pieter Wittelijn; westen: Culerswech, oosten: het water in den Broec",Van Mieris III p 204,,
1050334,1366-1367,"Egmond, van","""item bi mijns heren behiet Willem van Brederode gegeven doe hi reed bi myns heren behiet mit een deel ghesellen uter Haghe tot Utrecht om Wouter van Egmonde te brenghen in die Haghe, van cost die hi dede, varende ende kerende 29 £ 2sc 6d""",Rek Rentmeester Kennemerland 812 fol 19v,,
1050335,1369-12-28,"Egmond, van","stierf Johan van Egmond, baanderheer, zoon van Wouter van Egmond en Beatrix, en is te Ysselsteyn begraven. In het Necrologium staat als jaaral 1354",Kroniek Egmond Dagregister bl 282/Bijdragen jg 1914 bl 79/Necrologium p 139,,
1050336,1370-02-11/04-16,"Egmond, van","Arnoud heer van Egmond, knape, geeft aan zijn broer Willem, op raad en verzoek van verschillende bloedverwanten en zijn moeder, in achterleen de ambachten van Sevenhuysen en Segwaard en de tienden in Segwaart, waaraan zijn moeder haar lijftocht had, te houden van de grafelijkheid van Holland, behoudens het recht van de heer van Vianen op datgene wat aan zijn vrouw, zuster van Arrend, bewezen is op de tiende van Segwaert. Sterft Willem vóór zijn moeder dan herkrijgt deze haar lijftocht aan de tiende van Segwaert. Willem draagt vervolgens aan zijn moeder over hetgeen hij van zijn vader geerfd heeft. 1390-05-12: de vrouwe van Vianen en van den Goije heeft de 120 £ zwart Utr per jaar uit de tienden van Segwaert verkocht aan haar broer Arnoud heer van Egmond en Ysselsteyn","Reg Rotterdam en Schieland no 934 en 940, Van Mieris III p 249","met Rade van zijn magen: heer Gerrit, zijn oom, Otto van Leyenburg, Willem van Naaldwijk en Dirk van Swieten",
1050337,1370,"Egmond, van","Aernt heer van Egmond erkent Claes Mondetien als zijn bastaardbroeder. Vidimus van 1460, gegeven door de prior van het O.L.Vr klooster te Blokker",G.A.Haarlem Inv Arch Berkenrode no 87,,
1050338,1373-11-17,"Egmond, van","de gemene buren van den Zegwaerde beloven, dat zij de watergang zullen aanleggen, zoals die door heemraden van Schieland hun is aangewezen overeenkomstig de brief van hertog Albrecht van 12-08-1373, voorts de keuren door heemraden vast te stellen te zullen opvolgen, erkennen ten overstaan van hun ambachtsheer, heer Willem van Egmonde, riddr, en van Dirc van Zwieten, baljuw van Delfland en Schieland, de jurisdictie van die heemraden en verzoeken de beide genoemden het stuk te bezegelen, waaraan deze voldoen",Reg Rotterdam en Schieland no 971,,
1050339,1375-09-08,"Egmond, van","akte wegens het in erfpacht geven door Daniel Jacob Jacobsz.z voor Machteld van Outshoorn vrouwe van Raephorst, jvr Lisebeth en jvr Aerland, Willem veren Baertenszdochteren aan Gheryt heren Gherytsz [van Egmond] van een hofstede gelegen in de Achterstraet bij het Oude Gasthuis te Haarlem, ""op dat Zadelant dat men heet den Broec, achterstrekkende aan het Werdelant"" voor 38 schell per jaar. Erfhuur van drie hofsteden op het Zadelant, den Broec:  - Claes Hoyt geeft aan Lysebth Willem van der Baertenzsdochter de helft van drie hofsteden  [bedoeld: Willem Jan ver Baertensoonsdochter]. - Hendrik van Loomaetsen geeft in erfhuur de helft van drie hofsteden idem aan Lysebeth Wilaem van der Baertensoonsdochter. - Claes Jansz van Reynsburch geeft in erfhuur aan Aerland Willem van der Baertensoonsdochter een gedeelte van een hofstede, gelegen als voren. - Claes Hoyt geeft aan Aerland in erfhuur een aandeel in voornoemde drie hofsteden. - Claes Jansz van Reynsburch geeft in erfhuur aan Machteld van Oudshoorn vrouwe van Raephorst een gedeelte van een hofstede gelegen als voren",Inv Arch Haarlem no 2126-2130 p 277 (no 1265 p 174)/Van Mieris IV p 472,,Haarlem
1050340,1375-11-12,"Egmond, van","Jan van Egmunde, ridder, verkoopt de 40 schell per jaar en 100 hoenre uit het pachtgoed van de abt te Limmen, gehouden van heer Symon van Haerlem en zijn ouders; met zijn zegel: Egmond met een vrijkwartier van hermelijn. In dorso staat: ""heren Jans van Merensteyn quitscelding van XL sc sjaers ende van C hoenre sjaers uuten pacht te Lymmen""",Ned Leeuw jg 1914 p 359,,
1050341,1376,"Egmond, van","Arent van Egmond beleent Arent die Wilde met alzulk land en rente, met huysinge daarop staande, gelegen in de ban van Bergen, Jans werff van Bergen geheten, te verheergewaden met een vette capoen en een fles wijn, belend oost: Huge Vuyten Hage, west: die Haleke en Sappe Vogel en zijn stiefkinderen, zuid: die Haleke, noord: die Zaendergeest kerkwech. Na Arents dood beleend op zijn zoon Willem en 1401-06-20: draagt Willem dit leen op en wordt zijn broer Jan beleend, na Jans dood komt het goed weer op Willem; 1413: op Volckert Gerritsz, bij consent van Claes Jager, die hulde doet; 1502-03-14: Volckert draagt dit leen over aan Isbrandt van Holesloot, te Amsterdam","Reg no 265 fol 62, Reg no 274 fol 99/Leenboek Egmond A fol 26v fol 99v/R.A.H. Coll Aanw 521 fol 102v/Volumen van de lenen I","1401: Gerrit van Beerhem, Floris van Alcmade; Aelbert heer Aelbrechtsz van Egmond, Floris Symonsz, Jacob Willemsz; 1413: Willem van Riedtwijck, onze baljuw, Claes van Veen Jansz",
1050342,1377-02-14 (1376),"Egmond, van","jvr Lisebeth Philipsweduwe van Tetrode, heer Jansdochter van Egmonde [uter Wyc], draagt het ambacht van Soeterwoude op en Bartholomeus van Raephorst wordt ermee beleend",Van Mieris III p 319,,
1050343,1377,"Egmond, van","genoemd: Aernout heer van Egmond en Yselsteyne, Wouter van Merensteyn, onze neve, jouffrou Alverait, onze nicht, femme dudit Wouter,Willem van Egmond, Gheriit van Egmond",De Raadt I p 414,,
1050344,1377,"Egmond, van","lijst van Hollandse edelen: Johan, heer van Egmond, Johan, heer van Egmont en Ysselsteyn, jonker Jan van Egmont, Gerrit x Willemyne van der Wateringe, Willem heer van Soetermeer, allen zonen van de heer van Egmond, Arent heer van Ysselsteyn",Batavia Illustrata bl 744 no 79,,
1050345,1378-08-19 (20),"Egmond, van","Jan van Egmond, ridder, en Aelbrecht van Egmond  Jansz, knape, verkopen aan hun neef Symon Vrederic, rentmeester van Kennemerland en Vriesland, een stuk land genaamd de Duivecamp aan de Rodenburgerwatering in Soeterwoude, met hun zegels","Inv Arch Leiden p 221, Arch Kloosters Leiden regest 47/Arch Klooster Rodenburg Inv no 1577",,
1050346,1379-09-12,"Egmond, van","Floris van der Duyn heeft aan de heer van Egmond opgedragen en ontvangt  11 ½ morgen land in het ambacht van Sevenhuyse, belend noord: Jan van de Werve, zuid: de Heilige Geest te Sevenhuyse, strekken van de Lede tot de Zidewinde, met regeling van erfopvolging",Reg Rotterdam en Schieland no 1017,,
1050347,1379-09-12,"Egmond, van","Daem van der Duyn draagt op aan zijn neef Arent heer van Egmond:  5 ½ morgen land gelegen in de Cole, belend oost: Wolfert Hugemansz en de kinderen van Pieter Stoop, west: Jan Mouweryns, strekkende van de Coelschen weg tot aan de waterkering, en wordt er vervolgens mee beleend",Reg Rotterdam en Schieland no 1018,,
1050348,1379-09-12,"Egmond, van","Willem van der Duyn draagt op aan zijn neef Arent heer van Egmond: 4 ½ morgen in het ambacht van Hildegersberch, aan het einde van Rottenesse over die Zydel Rotte, de Rugecamp geheten, en wordt er vervolgens mee beleend tot erfleen",Reg Rotterdam en Schieland no 1019,,
1050349,1379-09-12,"Egmond, van","Wolfert van Vorenbroeck draagt aan Arent van Egmond op de helft van het huis en erf waarin hij woont, geheten Hoppesteyn en gelegen te Rotterdam in het oostvierendeel, strekkende van de halve straat tot aan de Achterwateringhe, belend oost: Gysbert Claesz en west: Vercoudesone [ver Trudesone?], en krijgt het vervolgens in erfleen",Reg Rotterdam en Schieland no 1021,,
1050350,1379-09-12,"Egmond, van","Gysbert Jans van Vorenbroeck draagt aan Arent van Egmond op 5 ½ morgen land in het ambacht van Cralinghe, in een weer land, gemeen met Oudtzier van Cralinge en Damas Claesz [Daem van der Duyn ?], strekkende van de Merwede tot de Cralingewech toe; belend oost: Oedzier van Cralinge, west: Daem van der Duyn (1360), en wordt er vervolgens mee beleend; 1410: Katryn Voppen, daarna haar zoon Voppe die seijer",Reg Rotterdam en Schieland no 1020,,
1050351,1380-01-18,"Egmond, van","hertog Albrecht verklaart bepaald te hebben dat het goed in Hageambacht, in Riswikerambacht, in het ambacht van Alphen en in Naaldwijk, dat heer Gheryt van Egmonde van hem in leen houdt, na diens dood komen zal op diens oudste zoon Willem uit zijn huwelijk met vrouwe Jandric [Jan Dirc]vrouwe van der Dortoghe, en bij diens overlijden op zijn oudere broer Dirc, behoudens de lijftocht en de douarie die vrouwe Jandric daaraan heeft",Reg Rotterdam en Schieland no 1028,,
